RowId,Mean(AVERAGE_SPEED_DIFF),Mean(AVERAGE_FREE_FLOW_SPEED),Mean(AVERAGE_TIME_DIFF),Mean(AVERAGE_FREE_FLOW_TIME),Mean(AVERAGE_TEMPERATURE),Mean(AVERAGE_ATMOSP_PRESSURE),Mean(AVERAGE_HUMIDITY),Mean(AVERAGE_WIND_SPEED),Mean(AVERAGE_CLOUDINESS),Mean(AVERAGE_CONFIDENCE),Speed_Diff
26,Medium,39.83750000000001,4.3062499999999995,67.14999999999999,16.5625,1015.8750000000001,76.12500000000001,1.6875,0.0,0.8699999999999999,Medium
27,Medium,39.83750000000001,4.3062499999999995,67.14999999999999,16.5625,1015.8750000000001,76.12500000000001,1.6875,0.0,0.8699999999999999,Low
28,Medium,39.83750000000001,4.3062499999999995,67.14999999999999,16.5625,1015.8750000000001,76.12500000000001,1.6875,0.0,0.8699999999999999,None
29,Medium,39.83750000000001,4.3062499999999995,67.14999999999999,16.5625,1015.8750000000001,76.12500000000001,1.6875,0.0,0.8699999999999999,None
30,Medium,39.83750000000001,4.3062499999999995,67.14999999999999,16.5625,1015.8750000000001,76.12500000000001,1.6875,0.0,0.8699999999999999,Low
31,High,39.856249999999996,53.24999999999999,66.6125,20.0625,1017.9999999999999,51.875,1.4375,0.0,0.890625,Medium
32,High,39.856249999999996,53.24999999999999,66.6125,20.0625,1017.9999999999999,51.875,1.4375,0.0,0.890625,Very_High
33,High,39.856249999999996,53.24999999999999,66.6125,20.0625,1017.9999999999999,51.875,1.4375,0.0,0.890625,High
34,High,39.856249999999996,53.24999999999999,66.6125,20.0625,1017.9999999999999,51.875,1.4375,0.0,0.890625,High
35,High,39.856249999999996,53.24999999999999,66.6125,20.0625,1017.9999999999999,51.875,1.4375,0.0,0.890625,High
36,High,39.856249999999996,53.24999999999999,66.6125,20.0625,1017.9999999999999,51.875,1.4375,0.0,0.890625,High
37,High,40.29999999999999,25.566666666666666,66.01333333333334,22.4,1020.7333333333333,33.73333333333333,2.3333333333333335,0.0,0.9006666666666667,Low
38,High,40.29999999999999,25.566666666666666,66.01333333333334,22.4,1020.7333333333333,33.73333333333333,2.3333333333333335,0.0,0.9006666666666667,High
39,High,40.29999999999999,25.566666666666666,66.01333333333334,22.4,1020.7333333333333,33.73333333333333,2.3333333333333335,0.0,0.9006666666666667,Medium
40,High,40.29999999999999,25.566666666666666,66.01333333333334,22.4,1020.7333333333333,33.73333333333333,2.3333333333333335,0.0,0.9006666666666667,Very_High
41,High,40.29999999999999,25.566666666666666,66.01333333333334,22.4,1020.7333333333333,33.73333333333333,2.3333333333333335,0.0,0.9006666666666667,None
42,High,40.0,30.343749999999993,66.00625,21.8125,1020.8125,34.5625,4.0,0.0,0.8774999999999998,Medium
43,High,40.0,30.343749999999993,66.00625,21.8125,1020.8125,34.5625,4.0,0.0,0.8774999999999998,Low
44,High,39.937500000000014,35.74375,66.48125,20.999999999999996,1019.8125000000002,53.1875,2.9375,1.25,0.895,None
45,High,39.937500000000014,35.74375,66.48125,20.999999999999996,1019.8125000000002,53.1875,2.9375,1.25,0.895,High
46,High,39.937500000000014,35.74375,66.48125,20.999999999999996,1019.8125000000002,53.1875,2.9375,1.25,0.895,High
47,Low,39.62857142857143,4.278571428571428,67.0,16.071428571428573,1018.6428571428571,94.07142857142858,1.6428571428571423,75.0,0.8457142857142858,Low
48,Low,39.62857142857143,4.278571428571428,67.0,16.071428571428573,1018.6428571428571,94.07142857142858,1.6428571428571423,75.0,0.8457142857142858,None
49,Low,39.62857142857143,4.278571428571428,67.0,16.071428571428573,1018.6428571428571,94.07142857142858,1.6428571428571423,75.0,0.8457142857142858,None
50,Low,39.62857142857143,4.278571428571428,67.0,16.071428571428573,1018.6428571428571,94.07142857142858,1.6428571428571423,75.0,0.8457142857142858,Low
51,Low,39.62857142857143,4.278571428571428,67.0,16.071428571428573,1018.6428571428571,94.07142857142858,1.6428571428571423,75.0,0.8457142857142858,None
52,Medium,39.9625,7.787499999999999,67.34375,17.5625,1016.3749999999999,86.0,1.9374999999999998,12.1875,0.8875000000000002,Low
53,Medium,39.9625,7.787499999999999,67.34375,17.5625,1016.3749999999999,86.0,1.9374999999999998,12.1875,0.8875000000000002,High
54,Medium,39.9625,7.787499999999999,67.34375,17.5625,1016.3749999999999,86.0,1.9374999999999998,12.1875,0.8875000000000002,Low
55,Medium,39.9625,7.787499999999999,67.34375,17.5625,1016.3749999999999,86.0,1.9374999999999998,12.1875,0.8875000000000002,Low
56,Medium,39.9625,7.787499999999999,67.34375,17.5625,1016.3749999999999,86.0,1.9374999999999998,12.1875,0.8875000000000002,High
57,Medium,39.9625,7.787499999999999,67.34375,17.5625,1016.3749999999999,86.0,1.9374999999999998,12.1875,0.8875000000000002,Low
58,Medium,39.9625,7.787499999999999,67.34375,17.5625,1016.3749999999999,86.0,1.9374999999999998,12.1875,0.8875000000000002,None
59,Medium,39.96666666666667,25.900000000000002,66.87999999999998,18.266666666666662,1020.0666666666666,84.2,2.933333333333334,18.999999999999996,0.8986666666666667,Very_High
60,Medium,39.96666666666667,25.900000000000002,66.87999999999998,18.266666666666662,1020.0666666666666,84.2,2.933333333333334,18.999999999999996,0.8986666666666667,Very_High
61,Medium,39.96666666666667,25.900000000000002,66.87999999999998,18.266666666666662,1020.0666666666666,84.2,2.933333333333334,18.999999999999996,0.8986666666666667,High
62,Medium,39.96666666666667,25.900000000000002,66.87999999999998,18.266666666666662,1020.0666666666666,84.2,2.933333333333334,18.999999999999996,0.8986666666666667,High
63,Medium,39.96666666666667,25.900000000000002,66.87999999999998,18.266666666666662,1020.0666666666666,84.2,2.933333333333334,18.999999999999996,0.8986666666666667,None
64,Medium,39.96666666666667,25.900000000000002,66.87999999999998,18.266666666666662,1020.0666666666666,84.2,2.933333333333334,18.999999999999996,0.8986666666666667,None
65,High,39.646666666666675,20.62,66.13333333333334,23.26666666666667,1024.7333333333336,72.13333333333333,1.9999999999999996,0.0,0.8880000000000001,Low
66,High,39.646666666666675,20.62,66.13333333333334,23.26666666666667,1024.7333333333336,72.13333333333333,1.9999999999999996,0.0,0.8880000000000001,High
67,High,39.646666666666675,20.62,66.13333333333334,23.26666666666667,1024.7333333333336,72.13333333333333,1.9999999999999996,0.0,0.8880000000000001,Medium
68,High,39.646666666666675,20.62,66.13333333333334,23.26666666666667,1024.7333333333336,72.13333333333333,1.9999999999999996,0.0,0.8880000000000001,None
69,High,39.646666666666675,20.62,66.13333333333334,23.26666666666667,1024.7333333333336,72.13333333333333,1.9999999999999996,0.0,0.8880000000000001,None
70,High,39.646666666666675,20.62,66.13333333333334,23.26666666666667,1024.7333333333336,72.13333333333333,1.9999999999999996,0.0,0.8880000000000001,None
71,High,40.275000000000006,23.281249999999996,67.40000000000002,24.5,1022.3124999999999,58.4375,2.7500000000000004,0.0,0.8831249999999999,None
72,High,40.275000000000006,23.281249999999996,67.40000000000002,24.5,1022.3124999999999,58.4375,2.7500000000000004,0.0,0.8831249999999999,Medium
73,High,40.275000000000006,23.281249999999996,67.40000000000002,24.5,1022.3124999999999,58.4375,2.7500000000000004,0.0,0.8831249999999999,High
74,High,40.275000000000006,23.281249999999996,67.40000000000002,24.5,1022.3124999999999,58.4375,2.7500000000000004,0.0,0.8831249999999999,None
75,Medium,39.921428571428585,23.521428571428565,65.95714285714286,26.07142857142857,1018.5714285714287,37.214285714285715,3.428571428571429,0.0,0.875,Low
76,Medium,39.921428571428585,23.521428571428565,65.95714285714286,26.07142857142857,1018.5714285714287,37.214285714285715,3.428571428571429,0.0,0.875,Very_High
77,Medium,39.921428571428585,23.521428571428565,65.95714285714286,26.07142857142857,1018.5714285714287,37.214285714285715,3.428571428571429,0.0,0.875,High
78,High,39.91875,31.599999999999994,66.2875,25.999999999999996,1020.1249999999999,53.6875,3.0,0.0,0.8887499999999999,Medium
79,High,39.91875,31.599999999999994,66.2875,25.999999999999996,1020.1249999999999,53.6875,3.0,0.0,0.8887499999999999,High
80,Low,39.74375,2.8124999999999996,67.45,21.312500000000004,1022.6249999999999,77.24999999999999,2.375,0.0,0.8468749999999999,None
81,Low,39.74375,2.8124999999999996,67.45,21.312500000000004,1022.6249999999999,77.24999999999999,2.375,0.0,0.8468749999999999,Low
82,Low,39.74375,2.8124999999999996,67.45,21.312500000000004,1022.6249999999999,77.24999999999999,2.375,0.0,0.8468749999999999,Low
83,Low,39.74375,2.8124999999999996,67.45,21.312500000000004,1022.6249999999999,77.24999999999999,2.375,0.0,0.8468749999999999,None
84,Low,39.74375,2.8124999999999996,67.45,21.312500000000004,1022.6249999999999,77.24999999999999,2.375,0.0,0.8468749999999999,Low
85,Low,39.74375,2.8124999999999996,67.45,21.312500000000004,1022.6249999999999,77.24999999999999,2.375,0.0,0.8468749999999999,None
86,Low,39.74375,2.8124999999999996,67.45,21.312500000000004,1022.6249999999999,77.24999999999999,2.375,0.0,0.8468749999999999,Low
87,Low,39.74375,2.8124999999999996,67.45,21.312500000000004,1022.6249999999999,77.24999999999999,2.375,0.0,0.8468749999999999,None
88,Medium,39.78125000000001,7.712499999999998,66.525,20.0625,1022.5625000000001,83.25,2.5000000000000004,0.0,0.901875,Medium
89,Medium,39.78125000000001,7.712499999999998,66.525,20.0625,1022.5625000000001,83.25,2.5000000000000004,0.0,0.901875,Medium
90,Medium,39.78125000000001,7.712499999999998,66.525,20.0625,1022.5625000000001,83.25,2.5000000000000004,0.0,0.901875,Low
91,High,39.50625,27.78125,65.91875000000002,20.156249999999996,1021.5000000000002,82.0625,2.8750000000000004,12.1875,0.9068749999999999,Medium
92,High,39.50625,27.78125,65.91875000000002,20.156249999999996,1021.5000000000002,82.0625,2.8750000000000004,12.1875,0.9068749999999999,Low
93,High,39.50625,27.78125,65.91875000000002,20.156249999999996,1021.5000000000002,82.0625,2.8750000000000004,12.1875,0.9068749999999999,High
94,High,39.50625,27.78125,65.91875000000002,20.156249999999996,1021.5000000000002,82.0625,2.8750000000000004,12.1875,0.9068749999999999,High
95,High,39.50625,27.78125,65.91875000000002,20.156249999999996,1021.5000000000002,82.0625,2.8750000000000004,12.1875,0.9068749999999999,Very_High
96,High,39.50625,27.78125,65.91875000000002,20.156249999999996,1021.5000000000002,82.0625,2.8750000000000004,12.1875,0.9068749999999999,None
97,High,39.50625,27.78125,65.91875000000002,20.156249999999996,1021.5000000000002,82.0625,2.8750000000000004,12.1875,0.9068749999999999,None
98,High,39.90625,28.962499999999995,65.46875000000001,18.25,1020.9374999999999,89.12499999999999,1.8125,49.6875,0.890625,High
99,High,39.90625,28.962499999999995,65.46875000000001,18.25,1020.9374999999999,89.12499999999999,1.8125,49.6875,0.890625,None
100,High,40.00000000000001,25.131250000000005,66.85625,20.0,1021.3750000000001,78.62499999999999,4.0,11.875000000000002,0.8899999999999999,Very_High
101,High,40.00000000000001,25.131250000000005,66.85625,20.0,1021.3750000000001,78.62499999999999,4.0,11.875000000000002,0.8899999999999999,High
102,High,40.00000000000001,25.131250000000005,66.85625,20.0,1021.3750000000001,78.62499999999999,4.0,11.875000000000002,0.8899999999999999,High
103,High,40.00000000000001,25.131250000000005,66.85625,20.0,1021.3750000000001,78.62499999999999,4.0,11.875000000000002,0.8899999999999999,None
104,High,40.00000000000001,25.131250000000005,66.85625,20.0,1021.3750000000001,78.62499999999999,4.0,11.875000000000002,0.8899999999999999,None
105,High,40.00000000000001,25.131250000000005,66.85625,20.0,1021.3750000000001,78.62499999999999,4.0,11.875000000000002,0.8899999999999999,None
106,High,39.943749999999994,28.931249999999988,66.89999999999999,18.0625,1018.25,91.56250000000001,1.9375000000000004,64.375,0.8856249999999998,None
107,High,39.943749999999994,28.931249999999988,66.89999999999999,18.0625,1018.25,91.56250000000001,1.9375000000000004,64.375,0.8856249999999998,None
108,High,39.943749999999994,28.931249999999988,66.89999999999999,18.0625,1018.25,91.56250000000001,1.9375000000000004,64.375,0.8856249999999998,High
109,High,39.943749999999994,28.931249999999988,66.89999999999999,18.0625,1018.25,91.56250000000001,1.9375000000000004,64.375,0.8856249999999998,Very_High
110,High,39.943749999999994,28.931249999999988,66.89999999999999,18.0625,1018.25,91.56250000000001,1.9375000000000004,64.375,0.8856249999999998,None
111,High,39.943749999999994,28.931249999999988,66.89999999999999,18.0625,1018.25,91.56250000000001,1.9375000000000004,64.375,0.8856249999999998,None
112,High,39.550000000000004,28.049999999999997,66.44375,16.5625,1016.2499999999999,95.0,2.1875000000000004,62.50000000000001,0.883125,Low
113,High,39.550000000000004,28.049999999999997,66.44375,16.5625,1016.2499999999999,95.0,2.1875000000000004,62.50000000000001,0.883125,High
114,High,39.550000000000004,28.049999999999997,66.44375,16.5625,1016.2499999999999,95.0,2.1875000000000004,62.50000000000001,0.883125,Medium
115,High,39.550000000000004,28.049999999999997,66.44375,16.5625,1016.2499999999999,95.0,2.1875000000000004,62.50000000000001,0.883125,High
116,High,39.550000000000004,28.049999999999997,66.44375,16.5625,1016.2499999999999,95.0,2.1875000000000004,62.50000000000001,0.883125,Very_High
117,High,39.550000000000004,28.049999999999997,66.44375,16.5625,1016.2499999999999,95.0,2.1875000000000004,62.50000000000001,0.883125,None
118,High,39.550000000000004,28.049999999999997,66.44375,16.5625,1016.2499999999999,95.0,2.1875000000000004,62.50000000000001,0.883125,Low
119,Low,39.887499999999996,3.1875000000000004,66.96874999999999,17.374999999999996,1019.1875000000002,90.75,1.6249999999999998,24.062499999999996,0.860625,None
120,Low,39.887499999999996,3.1875000000000004,66.96874999999999,17.374999999999996,1019.1875000000002,90.75,1.6249999999999998,24.062499999999996,0.860625,None
121,Medium,39.212500000000006,7.3500000000000005,67.40625,18.0,1018.875,89.18749999999999,1.7499999999999998,58.12500000000001,0.9043750000000002,Medium
122,Medium,39.212500000000006,7.3500000000000005,67.40625,18.0,1018.875,89.18749999999999,1.7499999999999998,58.12500000000001,0.9043750000000002,Medium
123,Medium,39.212500000000006,7.3500000000000005,67.40625,18.0,1018.875,89.18749999999999,1.7499999999999998,58.12500000000001,0.9043750000000002,High
124,Medium,39.212500000000006,7.3500000000000005,67.40625,18.0,1018.875,89.18749999999999,1.7499999999999998,58.12500000000001,0.9043750000000002,None
125,High,39.68750000000001,25.637499999999992,65.8125,17.5625,1017.4374999999999,92.31250000000001,1.8125,46.9375,0.910625,Medium
126,High,39.68750000000001,25.637499999999992,65.8125,17.5625,1017.4374999999999,92.31250000000001,1.8125,46.9375,0.910625,High
127,High,40.300000000000004,22.1875,65.36249999999998,18.9375,1018.8125000000001,85.18750000000001,1.6874999999999993,5.937500000000001,0.9037500000000002,None
128,High,40.300000000000004,22.1875,65.36249999999998,18.9375,1018.8125000000001,85.18750000000001,1.6874999999999993,5.937500000000001,0.9037500000000002,High
129,High,40.300000000000004,22.1875,65.36249999999998,18.9375,1018.8125000000001,85.18750000000001,1.6874999999999993,5.937500000000001,0.9037500000000002,High
130,High,40.300000000000004,22.1875,65.36249999999998,18.9375,1018.8125000000001,85.18750000000001,1.6874999999999993,5.937500000000001,0.9037500000000002,High
131,High,39.81249999999999,25.50625,66.71875000000001,20.187499999999996,1020.9375,80.99999999999999,1.8124999999999998,0.0,0.911875,Medium
132,High,39.81249999999999,25.50625,66.71875000000001,20.187499999999996,1020.9375,80.99999999999999,1.8124999999999998,0.0,0.911875,Very_High
133,High,39.81249999999999,25.50625,66.71875000000001,20.187499999999996,1020.9375,80.99999999999999,1.8124999999999998,0.0,0.911875,Very_High
134,High,39.81249999999999,25.50625,66.71875000000001,20.187499999999996,1020.9375,80.99999999999999,1.8124999999999998,0.0,0.911875,High
135,High,39.88750000000001,24.318749999999998,66.3625,24.25,1019.875,59.375,1.9999999999999998,2.5,0.9106249999999999,Very_High
136,High,39.88750000000001,24.318749999999998,66.3625,24.25,1019.875,59.375,1.9999999999999998,2.5,0.9106249999999999,High
137,High,39.88750000000001,24.318749999999998,66.3625,24.25,1019.875,59.375,1.9999999999999998,2.5,0.9106249999999999,None
138,High,39.88750000000001,24.318749999999998,66.3625,24.25,1019.875,59.375,1.9999999999999998,2.5,0.9106249999999999,None
139,Medium,40.00625000000001,20.825000000000003,64.58125000000001,21.937500000000004,1021.5000000000001,71.62499999999999,2.6875000000000004,6.25,0.8918749999999999,Very_High
140,Medium,40.00625000000001,20.825000000000003,64.58125000000001,21.937500000000004,1021.5000000000001,71.62499999999999,2.6875000000000004,6.25,0.8918749999999999,High
141,Medium,40.00625000000001,20.825000000000003,64.58125000000001,21.937500000000004,1021.5000000000001,71.62499999999999,2.6875000000000004,6.25,0.8918749999999999,None
142,Medium,40.00625000000001,20.825000000000003,64.58125000000001,21.937500000000004,1021.5000000000001,71.62499999999999,2.6875000000000004,6.25,0.8918749999999999,None
143,Low,40.112500000000004,8.46875,66.475,17.0625,1020.75,94.1875,1.6874999999999998,65.9375,0.8456250000000001,Low
144,Low,40.112500000000004,8.46875,66.475,17.0625,1020.75,94.1875,1.6874999999999998,65.9375,0.8456250000000001,None
145,Medium,39.018750000000004,4.75,67.4375,20.625,1015.9375,79.81250000000001,2.25,25.0,0.885,Low
146,Medium,39.018750000000004,4.75,67.4375,20.625,1015.9375,79.81250000000001,2.25,25.0,0.885,Low
147,Medium,39.018750000000004,4.75,67.4375,20.625,1015.9375,79.81250000000001,2.25,25.0,0.885,Low
148,Medium,39.018750000000004,4.75,67.4375,20.625,1015.9375,79.81250000000001,2.25,25.0,0.885,Medium
149,Medium,39.018750000000004,4.75,67.4375,20.625,1015.9375,79.81250000000001,2.25,25.0,0.885,None
150,Medium,39.018750000000004,4.75,67.4375,20.625,1015.9375,79.81250000000001,2.25,25.0,0.885,None
151,Medium,39.018750000000004,4.75,67.4375,20.625,1015.9375,79.81250000000001,2.25,25.0,0.885,None
152,High,39.46875000000001,17.45,66.76875,24.1875,1012.7500000000001,54.3125,3.3749999999999996,7.499999999999998,0.90625,None
153,High,39.46875000000001,17.45,66.76875,24.1875,1012.7500000000001,54.3125,3.3749999999999996,7.499999999999998,0.90625,None
154,High,39.46875000000001,17.45,66.76875,24.1875,1012.7500000000001,54.3125,3.3749999999999996,7.499999999999998,0.90625,None
155,High,39.94375,17.093750000000007,65.79375,20.687499999999996,1014.3125,77.125,2.1875000000000004,22.5,0.8937500000000002,None
156,High,39.94375,17.093750000000007,65.79375,20.687499999999996,1014.3125,77.125,2.1875000000000004,22.5,0.8937500000000002,None
157,High,39.94375,17.093750000000007,65.79375,20.687499999999996,1014.3125,77.125,2.1875000000000004,22.5,0.8937500000000002,Very_High
158,High,39.94375,17.093750000000007,65.79375,20.687499999999996,1014.3125,77.125,2.1875000000000004,22.5,0.8937500000000002,High
159,High,39.94375,17.093750000000007,65.79375,20.687499999999996,1014.3125,77.125,2.1875000000000004,22.5,0.8937500000000002,Medium
160,High,39.94375,17.093750000000007,65.79375,20.687499999999996,1014.3125,77.125,2.1875000000000004,22.5,0.8937500000000002,None
161,High,39.94375,17.093750000000007,65.79375,20.687499999999996,1014.3125,77.125,2.1875000000000004,22.5,0.8937500000000002,None
162,High,39.84375000000001,16.299999999999994,66.25625,18.874999999999996,1014.7500000000001,86.3125,2.500000000000001,40.00000000000001,0.8881249999999999,None
163,High,39.84375000000001,16.299999999999994,66.25625,18.874999999999996,1014.7500000000001,86.3125,2.500000000000001,40.00000000000001,0.8881249999999999,High
164,High,39.84375000000001,16.299999999999994,66.25625,18.874999999999996,1014.7500000000001,86.3125,2.500000000000001,40.00000000000001,0.8881249999999999,Medium
165,High,39.84375000000001,16.299999999999994,66.25625,18.874999999999996,1014.7500000000001,86.3125,2.500000000000001,40.00000000000001,0.8881249999999999,None
166,High,39.84375000000001,16.299999999999994,66.25625,18.874999999999996,1014.7500000000001,86.3125,2.500000000000001,40.00000000000001,0.8881249999999999,Low
167,Medium,39.956250000000004,15.425000000000002,67.14375000000001,19.187500000000004,1012.8750000000001,86.5625,1.6249999999999998,39.6875,0.898125,Very_High
168,Medium,39.956250000000004,15.425000000000002,67.14375000000001,19.187500000000004,1012.8750000000001,86.5625,1.6249999999999998,39.6875,0.898125,High
169,Medium,39.956250000000004,15.425000000000002,67.14375000000001,19.187500000000004,1012.8750000000001,86.5625,1.6249999999999998,39.6875,0.898125,High
170,Medium,39.956250000000004,15.425000000000002,67.14375000000001,19.187500000000004,1012.8750000000001,86.5625,1.6249999999999998,39.6875,0.898125,Medium
171,Medium,39.637499999999996,16.299999999999997,66.79999999999998,19.625,1012.2500000000001,85.75,2.3125000000000004,56.5625,0.89125,Medium
172,Medium,39.637499999999996,16.299999999999997,66.79999999999998,19.625,1012.2500000000001,85.75,2.3125000000000004,56.5625,0.89125,Very_High
173,Medium,39.637499999999996,16.299999999999997,66.79999999999998,19.625,1012.2500000000001,85.75,2.3125000000000004,56.5625,0.89125,Very_High
174,Medium,39.637499999999996,16.299999999999997,66.79999999999998,19.625,1012.2500000000001,85.75,2.3125000000000004,56.5625,0.89125,High
175,Medium,39.637499999999996,16.299999999999997,66.79999999999998,19.625,1012.2500000000001,85.75,2.3125000000000004,56.5625,0.89125,Medium
176,Medium,39.637499999999996,16.299999999999997,66.79999999999998,19.625,1012.2500000000001,85.75,2.3125000000000004,56.5625,0.89125,Medium
177,Medium,39.637499999999996,16.299999999999997,66.79999999999998,19.625,1012.2500000000001,85.75,2.3125000000000004,56.5625,0.89125,None
178,Medium,39.637499999999996,16.299999999999997,66.79999999999998,19.625,1012.2500000000001,85.75,2.3125000000000004,56.5625,0.89125,None
179,Low,40.14666666666666,3.4866666666666672,65.9533333333333,24.066666666666666,1012.6,59.86666666666667,2.4000000000000004,0.0,0.8526666666666667,None
180,Low,40.14666666666666,3.4866666666666672,65.9533333333333,24.066666666666666,1012.6,59.86666666666667,2.4000000000000004,0.0,0.8526666666666667,Low
181,Low,40.14666666666666,3.4866666666666672,65.9533333333333,24.066666666666666,1012.6,59.86666666666667,2.4000000000000004,0.0,0.8526666666666667,Medium
182,Low,40.14666666666666,3.4866666666666672,65.9533333333333,24.066666666666666,1012.6,59.86666666666667,2.4000000000000004,0.0,0.8526666666666667,Medium
183,Low,40.14666666666666,3.4866666666666672,65.9533333333333,24.066666666666666,1012.6,59.86666666666667,2.4000000000000004,0.0,0.8526666666666667,Medium
184,Low,40.14666666666666,3.4866666666666672,65.9533333333333,24.066666666666666,1012.6,59.86666666666667,2.4000000000000004,0.0,0.8526666666666667,Low
185,Low,40.14666666666666,3.4866666666666672,65.9533333333333,24.066666666666666,1012.6,59.86666666666667,2.4000000000000004,0.0,0.8526666666666667,Medium
186,Low,40.14666666666666,3.4866666666666672,65.9533333333333,24.066666666666666,1012.6,59.86666666666667,2.4000000000000004,0.0,0.8526666666666667,Medium
187,Medium,38.9,10.53125,66.77499999999999,30.124999999999993,1013.125,38.25,3.75,0.0,0.8931250000000001,None
188,Medium,38.9,10.53125,66.77499999999999,30.124999999999993,1013.125,38.25,3.75,0.0,0.8931250000000001,Medium
189,Medium,38.9,10.53125,66.77499999999999,30.124999999999993,1013.125,38.25,3.75,0.0,0.8931250000000001,Low
190,Medium,38.9,10.53125,66.77499999999999,30.124999999999993,1013.125,38.25,3.75,0.0,0.8931250000000001,Low
191,Medium,38.9,10.53125,66.77499999999999,30.124999999999993,1013.125,38.25,3.75,0.0,0.8931250000000001,Medium
192,High,40.325,22.987499999999994,64.68125,25.000000000000004,1015.6875000000002,57.687500000000014,2.312500000000001,0.0,0.9006249999999999,Very_High
