movieId,tt0imdbId,tmdbId
350,tt0109446,10731
351,tt0109484,10464
352,tt0109504,34152
353,tt0109506,9495
354,tt0109450,29973
355,tt0109813,888
356,tt0109830,13
357,tt0109831,712
358,tt0113305,16295
359,tt0110091,48992
360,tt0110093,10879
361,tt0110167,10660
362,tt0110213,10714
363,tt0107472,41647
364,tt0110357,8587
365,tt0107426,1689
366,tt0111686,11596
367,tt0110475,854
368,tt0110478,9359
369,tt0110588,23333
370,tt0110622,36593
371,tt0110771,12280
372,tt0110950,2788
373,tt0105226,10427
374,tt0110989,11011
376,tt0110997,8987
377,tt0111257,1637
378,tt0111256,15128
379,tt0111438,8831
380,tt0111503,36955
381,tt0111693,10449
382,tt0111742,10395
383,tt0111756,12160
384,tt0112443,40480
385,tt0110455,52038
386,tt0111048,29444
387,tt0110399,26352
388,tt0112570,39953
389,tt0109454,41580
390,tt0059170,315
391,tt0110186,22067
393,tt0111301,11667
405,tt0110027,8011
406,tt0109785,171857
407,tt0113409,2654
408,tt0109021,18069
409,tt0109035,19092
410,tt0106220,2758
412,tt0106226,10436
413,tt0109068,13595
414,tt0109067,46094
415,tt0106292,9409
416,tt0109198,11853
417,tt0109219,16771
418,tt0106379,46924
419,tt0106400,11041
420,tt0109254,306
421,tt0109279,14522
422,tt0109297,26203
423,tt0109303,178
424,tt0109305,19819
425,tt0109306,57834
426,tt0106452,4722
427,tt0106471,18215
428,tt0106489,1607
429,tt0109361,26391
430,tt0106505,117553
431,tt0106519,6075
432,tt0109439,11310
433,tt0109443,18658
434,tt0106582,9350
435,tt0106598,9612
436,tt0109456,2124
437,tt0109480,26261
438,tt0109493,19176
440,tt0106673,11566
441,tt0106677,9571
442,tt0106697,9739
444,tt0106834,34444
445,tt0106873,26141
446,tt0106332,10997
448,tt0106881,10443
449,tt0106880,20239
450,tt0111732,16297
451,tt0106926,18551
452,tt0111712,25440
453,tt0106941,9024
454,tt0106918,37233
455,tt0106965,1634
456,tt0109842,13815
457,tt0106977,5503
458,tt0107004,35588
459,tt0109890,2087
460,tt0109891,41579
461,tt0109913,18620
464,tt0107076,2019
466,tt0107144,9255
467,tt0113674,26271
468,tt0112966,10612
469,tt0107151,2259
470,tt0110064,16097
471,tt0110074,11934
472,tt0110097,106143
473,tt0110123,12475
474,tt0107206,9386
475,tt0107207,7984
476,tt0110137,59930
477,tt0108551,15765
478,tt0110197,31643
479,tt0107286,6
480,tt0107290,329
481,tt0107302,10909
482,tt0110265,507
484,tt0110305,29918
485,tt0107362,9593
486,tt0107413,42580
487,tt0110353,22317
488,tt0107468,1413
489,tt0107478,12121
490,tt0107497,2246
491,tt0107501,10502
492,tt0107507,10440
493,tt0107554,9516
494,tt0116253,2320
495,tt0074102,5879
496,tt0111689,83718
497,tt0107616,11971
499,tt0107613,31911
500,tt0107614,788
501,tt0107653,21450
502,tt0110657,11231
504,tt0110678,10447
505,tt0110687,31586
506,tt0107756,9300
507,tt0107808,9559
508,tt0107818,9800
509,tt0107822,713
510,tt0107840,8291
511,tt0107889,18133
512,tt0111003,25557
513,tt0110939,22588
514,tt0110955,10872
515,tt0107943,1245
516,tt0110971,11858
517,tt0107969,7007
518,tt0111001,10467
519,tt0107978,5550
520,tt0107977,8005
521,tt0107983,2088
522,tt0105275,10412
523,tt0108000,47889
524,tt0108002,14534
526,tt0105032,41878
527,tt0108052,424
528,tt0111094,35233
529,tt0108065,14291
531,tt0108071,11236
532,tt0111127,11592
533,tt0111143,8850
534,tt0108101,10445
535,tt0108122,695
536,tt0111194,43535
537,tt0111201,12519
538,tt0108149,23210
539,tt0108160,858
540,tt0108162,867
541,tt0083658,78
542,tt0108186,13203
543,tt0108174,10442
544,tt0108238,11074
546,tt0108255,9607
547,tt0111323,17585
548,tt0111400,9057
549,tt0108328,20967
550,tt0111418,10635
551,tt0107688,9479
552,tt0108333,10057
553,tt0108358,11969
555,tt0108399,319
556,tt0108515,26408
558,tt0110763,15139
562,tt0114906,11446
563,tt0107002,51980
564,tt0109403,24405
567,tt0107315,8223
568,tt0106408,14587
569,tt0110363,31504
573,tt0107225,23637
574,tt0111252,17600
575,tt0110366,10897
577,tt0109120,21352
579,tt0108059,68806
580,tt0110892,37345
581,tt0112651,32562
583,tt0109382,25403
585,tt0112572,9066
586,tt0099785,771
587,tt0099653,251
588,tt0103639,812
589,tt0103064,280
590,tt0099348,581
592,tt0096895,268
593,tt0102926,274
594,tt0029583,408
595,tt0101414,10020
596,tt0032910,10895
597,tt0100405,114
599,tt0065214,576
600,tt0110395,15477
602,tt0109934,124472
605,tt0117247,7300
606,tt0112625,10824
608,tt0116282,275
609,tt0116552,25059
610,tt0082509,11827
611,tt0116514,8766
612,tt0117283,23570
613,tt0116684,47333
615,tt0070506,51242
616,tt0065421,10112
617,tt0113083,4307
618,tt0118001,46029
619,tt0116165,32308
626,tt0117891,28121
627,tt0113613,12520
628,tt0117381,1592
631,tt0115509,19042
632,tt0114671,38884
633,tt0112844,47449
634,tt0114658,36259
635,tt0116275,41852
636,tt0113122,40926
637,tt0117608,9099
638,tt0113448,2021
639,tt0116414,61752
640,tt0116095,10988
645,tt0113947,12652
647,tt0115956,10684
648,tt0117060,954
649,tt0109028,68445
650,tt0117071,18989
653,tt0116136,8840
656,tt0116168,11107
661,tt0116683,10539
662,tt0116287,10543
663,tt0116768,18414
665,tt0114787,11902
667,tt0112536,25087
668,tt0048473,5801
670,tt0052572,896
671,tt0117128,3065
673,tt0117705,2300
674,tt0062711,8069
678,tt0108181,27768
679,tt0114307,221917
680,tt0058898,8072
685,tt0113443,33245
688,tt0114048,27281
691,tt0117104,40001
692,tt0117688,29621
694,tt0117774,20762
695,tt0114736,37144
697,tt0116289,12656
698,tt0109593,38867
700,tt0112368,25969
703,tt0115742,43634
704,tt0117420,9103
706,tt0117784,29649
707,tt0117107,10990
708,tt0117979,8866
709,tt0095776,12233
710,tt0115851,23449
711,tt0116322,36355
714,tt0112817,922
715,tt0113362,11876
718,tt0108500,11687
719,tt0117108,9304
720,tt0118114,503475
722,tt0113270,73183
724,tt0115963,9100
725,tt0116448,20759
726,tt0116827,46063
728,tt0112701,32513
731,tt0116508,36915
733,tt0117500,9802
735,tt0109592,21588
736,tt0117998,664
737,tt0115624,11867
741,tt0113568,9323
742,tt0117894,10280
743,tt0117723,10535
745,tt0112691,532
747,tt0117768,16299
748,tt0115571,10547
750,tt0057012,935
757,tt0109688,40751
759,tt0110480,85778
760,tt0108211,11101
761,tt0117331,9826
762,tt0117765,9879
764,tt0113280,22621
765,tt0116669,7095
766,tt0116594,26890
773,tt0070820,77771
775,tt0063715,41225
778,tt0117951,627
779,tt0118523,32872
780,tt0116629,602
781,tt0117737,14553
782,tt0116277,9566
783,tt0116583,10545
784,tt0115798,9894
785,tt0116778,11543
786,tt0116213,9268
788,tt0117218,9327
790,tt0111546,81949
791,tt0113610,
795,tt0111237,44535
798,tt0116040,11228
799,tt0116365,10779
800,tt0116905,26748
801,tt0116493,38223
802,tt0117333,9294
803,tt0118113,49963
804,tt0117628,11363
805,tt0117913,1645
806,tt0115530,31546
808,tt0115493,36344
809,tt0116320,18550
810,tt0116756,11511
813,tt0116823,34170
818,tt0118073,12606
823,tt0061495,4837
824,tt0110246,12632
828,tt0115472,18975
829,tt0116707,11962
830,tt0116313,2925
832,tt0117438,3595
833,tt0116531,9308
835,tt0116353,18555
836,tt0115857,12123
837,tt0117008,10830
838,tt0116191,3573
839,tt0115986,10546
840,tt0116571,18862
841,tt0053459,31417
842,tt0117826,9431
848,tt0117718,47907
849,tt0116225,10061
851,tt0115632,549
852,tt0117918,10478
858,tt0068646,238
861,tt0104558,11134
866,tt0115736,9303
867,tt0115836,23945
869,tt0116745,22479
870,tt0119214,9054
875,tt0110693,410921
876,tt0106544,38955
879,tt0120004,11015
880,tt0116654,9306
881,tt0116311,12559
882,tt0117965,58770
885,tt0115725,3587
886,tt0115783,10723
888,tt0113596,19004
889,tt0109001,101230
891,tt0113253,10987
892,tt0117991,44705
893,tt0117093,20318
896,tt0111019,26933
897,tt0035896,27854
898,tt0032904,981
899,tt0045152,872
900,tt0043278,2769
901,tt0050419,13320
902,tt0054698,164
903,tt0052357,426
904,tt0047396,567
905,tt0025316,3078
906,tt0036855,13528
907,tt0025164,28288
908,tt0053125,213
909,tt0053604,284
910,tt0053291,239
911,tt0056923,4808
912,tt0034583,289
913,tt0033870,963
914,tt0058385,11113
915,tt0047437,6620
916,tt0046250,804
917,tt0031580,26531
918,tt0037059,909
919,tt0032138,630
920,tt0031381,770
921,tt0084370,31044
922,tt0043014,599
923,tt0033467,15
924,tt0062622,62
926,tt0042192,705
927,tt0032143,22490
928,tt0032976,223
929,tt0032484,25670
930,tt0038787,303
931,tt0038109,4174
932,tt0050105,8356
933,tt0048728,381
934,tt0042451,20758
935,tt0045537,29376
936,tt0031725,1859
937,tt0050658,18299
938,tt0051658,17281
940,tt0029843,10907
941,tt0032762,32093
942,tt0037008,1939
943,tt0039420,22292
944,tt0029162,3598
945,tt0027125,3080
946,tt0035446,198
947,tt0028010,13562
948,tt0049261,1712
949,tt0048028,220
950,tt0025878,3529
951,tt0032599,3085
952,tt0048960,2897
953,tt0038650,1585
954,tt0031679,3083
955,tt0029947,900
956,tt0034012,43795
959,tt0025586,43905
961,tt0027893,23114
963,tt0041509,40206
965,tt0026029,260
968,tt0063350,10331
969,tt0043265,488
970,tt0046414,22733
971,tt0051459,261
973,tt0033891,32574
976,tt0022879,22649
979,tt0114007,125587
981,tt0118927,52855
982,tt0048491,39940
984,tt0117357,85328
986,tt0116329,11076
987,tt0118742,63945
988,tt0116442,58985
990,tt0117011,10861
991,tt0117039,1770
993,tt0116635,2033
994,tt0115678,18203
996,tt0116830,9333
998,tt0117603,9400
999,tt0115438,9401
1003,tt0116259,11306
1004,tt0116421,9625
1005,tt0116000,10680
1006,tt0115862,6346
1007,tt0072653,18660
1008,tt0047977,35115
1009,tt0072951,14821
1010,tt0064603,14136
1011,tt0071607,10869
1012,tt0050798,22660
1013,tt0055277,19186
1014,tt0054195,31102
1015,tt0107131,6878
1016,tt0053271,15944
1017,tt0054357,18444
1018,tt0059793,20723
1019,tt0046672,173
1020,tt0106611,864
1021,tt0109127,24795
1022,tt0042332,11224
1023,tt0063819,81310
1024,tt0038166,15947
1025,tt0057546,9078
1027,tt0102798,8367
1028,tt0058331,433
1029,tt0033563,11360
1030,tt0076538,11114
1031,tt0066817,12335
1032,tt0043274,12092
1033,tt0082406,10948
1034,tt0116361,11229
1035,tt0059742,15121
1036,tt0095016,562
1037,tt0104692,10163
1040,tt0117582,47199
1041,tt0117589,11159
1042,tt0117887,9591
1043,tt0117924,30500
1046,tt0115640,10938
1047,tt0116908,11412
1049,tt0116409,10586
1050,tt0116913,42314
1051,tt0117958,27845
1053,tt0117202,23223
1054,tt0116404,49471
1055,tt0120107,38153
1056,tt0116722,25147
1057,tt0116242,9716
1059,tt0117509,454
1060,tt0117802,10218
1061,tt0117665,819
1064,tt0115491,11238
1066,tt0029546,31530
1068,tt0039286,28120
1073,tt0067992,252
1076,tt0055018,16372
1077,tt0070707,11561
1078,tt0066808,11302
1079,tt0095159,623
1080,tt0079470,583
1081,tt0084865,12614
1082,tt0068334,21711
1083,tt0059243,11575
1084,tt0061418,475
1085,tt0052027,11331
1086,tt0046912,521
1088,tt0092890,88
1089,tt0105236,500
1090,tt0091763,792
1091,tt0098627,8491
1092,tt0103772,402
1093,tt0101761,10537
1094,tt0104036,11386
1095,tt0104348,9504
1096,tt0084707,15764
1097,tt0083866,601
1099,tt0029992,25842
1100,tt0099371,2119
1101,tt0092099,744
1103,tt0048545,221
1104,tt0044081,702
1105,tt0115885,25750
1107,tt0102336,
1111,tt0117040,9305
1112,tt0117284,37616
1114,tt0116378,21612
1116,tt0113057,102461
1117,tt0116581,36998
1119,tt0112907,116844
1120,tt0117318,1630
1121,tt0116422,26626
1123,tt0117320,124837
1124,tt0082846,11816
1125,tt0072081,11843
1126,tt0101775,10379
1127,tt0096754,2756
1128,tt0080749,790
1129,tt0082340,1103
1130,tt0082533,11298
1131,tt0091288,4480
1132,tt0091480,4481
1135,tt0081375,10765
1136,tt0071853,762
1137,tt0116587,44497
1140,tt0116212,99479
1144,tt0116886,124829
1147,tt0118147,10548
1148,tt0108598,531
1150,tt0084589,4483
1151,tt0109781,18919
1156,tt0034493,61461
1161,tt0078875,659
1162,tt0069198,30892
1163,tt0110521,86369
1167,tt0116059,38554
1170,tt0112483,36555
1171,tt0103850,10608
1172,tt0095765,11216
1173,tt0097108,7452
1175,tt0101700,892
1176,tt0101765,1600
1177,tt0101811,26561
1178,tt0050825,975
1179,tt0099703,18129
1180,tt0102014,54405
1183,tt0116209,409
1184,tt0102426,38251
1185,tt0097937,10161
1186,tt0098724,1412
1187,tt0105107,41768
1188,tt0105488,10409
1189,tt0096257,14285
1190,tt0101026,2469
1191,tt0102370,10174
1192,tt0100332,31225
1193,tt0073486,510
1194,tt0078446,11455
1196,tt0080684,1891
1197,tt0093779,2493
1198,tt0082971,85
1199,tt0088846,68
1200,tt0090605,679
1201,tt0060196,429
1202,tt0094336,13446
1203,tt0050083,389
1204,tt0056172,947
1206,tt0066921,185
1207,tt0056592,595
1208,tt0078788,28
1209,tt0064116,335
1210,tt0086190,1892
1211,tt0093191,144
1212,tt0041959,1092
1213,tt0099685,769
1214,tt0078748,348
1215,tt0106308,766
1216,tt0095250,175
1217,tt0089881,11645
1218,tt0097202,10835
1219,tt0054215,539
1220,tt0080455,525
1221,tt0071562,240
1222,tt0093058,600
1223,tt0104361,530
1224,tt0097499,10705
1225,tt0086879,279
1226,tt0045061,3109
1227,tt0087843,311
1228,tt0081398,1578
1230,tt0075686,703
1231,tt0086197,9549
1232,tt0079944,1398
1233,tt0082096,387
1234,tt0070735,9277
1235,tt0067185,343
1236,tt0103130,37291
1237,tt0050976,490
1238,tt0085859,11235
1240,tt0088247,218
1241,tt0103873,763
1242,tt0097441,9665
1243,tt0100519,18971
1244,tt0079522,696
1245,tt0100150,379
1246,tt0097165,207
1247,tt0061722,37247
1248,tt0052311,1480
1249,tt0100263,9322
1250,tt0050212,826
1251,tt0056801,422
1252,tt0071315,829
1253,tt0043456,828
1254,tt0040897,3090
1255,tt0092610,9964
1256,tt0023969,3063
1257,tt0088794,13667
1258,tt0081505,694
1259,tt0092005,235
1260,tt0022100,832
1261,tt0092991,765
1262,tt0057115,5925
1263,tt0077416,11778
1264,tt0082269,4485
1265,tt0107048,137
1266,tt0105695,33
1267,tt0056218,982
1268,tt0100436,8428
1269,tt0036613,212
1270,tt0088763,105
1271,tt0101921,1633
1272,tt0066206,11202
1273,tt0090967,1554
1274,tt0094625,149
1275,tt0091203,8009
1276,tt0061512,903
1277,tt0099334,11673
1278,tt0072431,3034
1279,tt0102536,339
1280,tt0101640,10404
1281,tt0032553,914
1282,tt0032455,756
1283,tt0044706,288
1284,tt0038355,910
1285,tt0097493,2640
1286,tt0081534,16633
1287,tt0052618,665
1288,tt0088258,11031
1289,tt0085809,11314
1290,tt0094006,15143
1291,tt0097576,89
1292,tt0078841,10322
1293,tt0083987,783
1295,tt0096332,10644
1296,tt0091867,11257
1297,tt0089886,14370
1298,tt0084503,12104
1299,tt0087553,625
1300,tt0089606,8816
1301,tt0049223,830
1302,tt0097351,2323
1303,tt0073341,983
1304,tt0064115,642
1305,tt0087884,655
1306,tt0101458,10341
1307,tt0098635,639
1310,tt0116589,30180
1312,tt0116293,41801
1318,tt0112537,18762
1320,tt0103644,8077
1321,tt0082010,814
1322,tt0103678,41671
1323,tt0085159,27214
1324,tt0115535,52263
1325,tt0106262,33519
1326,tt0083550,16235
1327,tt0078767,11449
1328,tt0099030,41848
1329,tt0071233,25944
1330,tt0090655,24913
1331,tt0075704,49126
1332,tt0092632,32076
1333,tt0056869,571
1334,tt0051418,8851
1335,tt0082083,37843
1336,tt0101492,32146
1337,tt0037549,30346
1339,tt0103874,6114
1340,tt0026138,229
1341,tt0074258,13549
1342,tt0103919,9529
1343,tt0101540,1598
1344,tt0055824,11349
1345,tt0074285,7340
1346,tt0083722,6217
1347,tt0087800,377
1348,tt0013442,653
1349,tt0091651,28198
1350,tt0075005,794
1351,tt0115710,31640
1352,tt0115495,8744
1353,tt0117057,25189
1354,tt0115751,145
1355,tt0119791,2212
1356,tt0117731,199
1357,tt0117631,7863
1358,tt0117666,12498
1359,tt0116705,9279
1361,tt0117293,17204
1363,tt0117372,21539
1365,tt0117477,12709
1366,tt0115988,20539
1367,tt0115433,11674
1370,tt0099423,1573
1371,tt0079945,152
1372,tt0102975,174
1373,tt0098382,172
1374,tt0084726,154
1375,tt0088170,157
1376,tt0092007,168
1377,tt0103776,364
1378,tt0096487,11967
1379,tt0100994,9086
1380,tt0077631,621
1381,tt0084021,9037
1382,tt0100114,10173
1385,tt0105690,8845
1387,tt0073195,578
1388,tt0077766,579
1389,tt0085750,17692
1390,tt0117119,17795
1391,tt0116996,75
1392,tt0115906,13891
1393,tt0116695,9390
1394,tt0093822,378
1395,tt0094155,10896
1396,tt0105435,2322
1397,tt0115633,41240
1398,tt0116621,26949
1399,tt0116999,9819
1401,tt0116410,31908
1405,tt0115641,3179
1406,tt0112769,1802
1407,tt0117571,4232
1408,tt0104691,9361
1409,tt0117038,2928
1411,tt0116477,10549
1412,tt0117690,58102
1413,tt0118163,18451
1414,tt0117091,27265
1415,tt0118100,49935
1416,tt0116250,8818
1417,tt0117364,36758
1419,tt0067959,36040
1422,tt0119731,9415
1423,tt0116506,55146
1425,tt0119115,12145
1426,tt0120550,42424
1427,tt0120390,34314
1428,tt0112362,2892
1429,tt0116704,9404
1430,tt0120414,85242
1431,tt0118708,9622
1432,tt0119664,8860
1437,tt0106535,14832
1438,tt0118928,9619
1439,tt0119644,40506
1440,tt0106266,31000
1441,tt0106387,4104
1442,tt0119937,26306
1445,tt0119640,14908
1446,tt0116790,784
1447,tt0119225,12489
1449,tt0118111,16448
1453,tt0118691,17894
1454,tt0120238,28059
1456,tt0119887,17949
1457,tt0119141,1968
1458,tt0120357,61563
1459,tt0118548,66
1460,tt0120317,20735
1461,tt0120434,11419
1464,tt0116922,638
1465,tt0120036,25624
1466,tt0119008,9366
1468,tt0118750,21915
1473,tt0118702,19952
1474,tt0119432,9446
1475,tt0116743,28005
1476,tt0119951,9403
1477,tt0119572,27322
1479,tt0120053,10003
1480,tt0120152,9311
1483,tt0115964,884
1484,tt0116041,49806
1485,tt0119528,1624
1487,tt0120094,16052
1488,tt0118972,4477
1489,tt0118829,24662
1490,tt0118663,18423
1493,tt0116931,76996
1495,tt0120389,6499
1496,tt0118623,50512
1497,tt0119013,9405
1498,tt0119381,12723
1499,tt0118615,9360
1500,tt0119229,9434
1502,tt0116783,21626
1503,tt0118541,13982
1507,tt0119859,77223
1513,tt0120032,9611
1514,tt0116295,47694
1515,tt0120461,10357
1516,tt0115886,9977
1517,tt0118655,816
1518,tt0118771,2163
1519,tt0115760,124680
1526,tt0119109,12499
1527,tt0119116,18
1529,tt0119809,1811
1533,tt0117398,105045
1537,tt0117615,11239
1541,tt0118556,2058
1542,tt0115744,9450
1544,tt0119567,330
1545,tt0117359,38523
1546,tt0117561,16375
1547,tt0120118,33660
1549,tt0114303,45671
1550,tt0120373,17770
1551,tt0118787,15170
1552,tt0118880,1701
1554,tt0114134,26422
1556,tt0120179,1639
1562,tt0118688,415
1564,tt0120034,65889
1565,tt0116502,11103
1566,tt0119282,11970
1569,tt0119738,8874
1571,tt0115856,11956
1572,tt0057345,266
1573,tt0119094,754
1574,tt0119098,37567
1580,tt0119654,607
1581,tt0119848,18080
1582,tt0120512,38225
1583,tt0120133,17834
1584,tt0118884,686
1585,tt0116930,65046
1586,tt0119173,4421
1587,tt0082198,9387
1588,tt0119190,10603
1589,tt0118887,2142
1590,tt0119081,8413
1591,tt0120177,10336
1592,tt0118570,20737
1593,tt0119896,9413
1594,tt0119361,14585
1596,tt0118818,49462
1597,tt0118883,8834
1598,tt0118966,9458
1599,tt0120207,8854
1600,tt0120112,38295
1601,tt0119311,22073
1602,tt0119509,37244
1603,tt0119675,4961
1604,tt0119695,9416
1605,tt0119086,26180
1606,tt0119484,17832
1608,tt0118571,9772
1609,tt0118531,6072
1610,tt0099810,1669
1611,tt0102494,468
1612,tt0119465,32519
1613,tt0120197,108401
1614,tt0119360,10806
1615,tt0119051,9433
1616,tt0119874,6623
1617,tt0119488,2118
1619,tt0120102,978
1620,tt0119468,9437
1621,tt0120169,29461
1623,tt0120524,10351
1624,tt0120323,66588
1625,tt0119174,2649
1626,tt0119123,14289
1627,tt0120399,10155
1629,tt0119632,20457
1631,tt0118647,18355
1633,tt0120402,55306
1635,tt0119349,68924
1639,tt0118842,2255
1641,tt0119164,9427
1642,tt0116631,172545
1643,tt0119280,17589
1644,tt0119345,3597
1645,tt0118971,1813
1646,tt0120029,36797
1647,tt0119906,12628
1648,tt0119324,33344
1649,tt0119107,25099
1650,tt0120481,45019
1652,tt0120539,62422
1653,tt0119177,782
1654,tt0119095,29911
1655,tt0119891,9827
