"userId";"rating";"imdbId"
1;5.0;"tt88247"
1;5.0;"tt23969"
1;3.0;"tt81505"
1;4.0;"tt107048"
1;5.0;"tt88763"
1;5.0;"tt91203"
1;5.0;"tt72431"
1;5.0;"tt32455"
1;5.0;"tt97576"
1;5.0;"tt84503"
1;4.0;"tt13442"
1;3.0;"tt103776"
1;3.0;"tt105435"
1;3.0;"tt104691"
1;3.0;"tt119640"
1;4.0;"tt118702"
1;4.0;"tt119229"
1;5.0;"tt118655"
1;4.0;"tt118880"
1;5.0;"tt119094"
1;3.0;"tt119654"
1;5.0;"tt82198"
1;5.0;"tt119488"
1;4.0;"tt119468"
1;5.0;"tt119174"
1;3.0;"tt119345"
1;3.0;"tt120201"
1;5.0;"tt118715"
1;4.0;"tt120888"
1;4.0;"tt120491"
1;5.0;"tt120769"
1;4.0;"tt120890"
1;4.0;"tt122718"
1;5.0;"tt20629"
1;5.0;"tt75148"
1;4.0;"tt91369"
1;4.0;"tt93409"
1;5.0;"tt89218"
1;4.0;"tt99088"
1;5.0;"tt34492"
1;4.0;"tt120815"
1;5.0;"tt88814"
1;4.0;"tt91059"
1;5.0;"tt91149"
1;4.0;"tt97523"
1;5.0;"tt120768"
1;5.0;"tt61852"
1;5.0;"tt76618"
1;3.0;"tt89908"
1;5.0;"tt102803"
1;4.0;"tt53285"
1;4.0;"tt38969"
1;4.0;"tt84827"
1;5.0;"tt87469"
1;5.0;"tt77869"
1;5.0;"tt70016"
1;5.0;"tt84649"
1;5.0;"tt90633"
1;4.0;"tt89469"
1;5.0;"tt88323"
1;4.0;"tt94721"
1;4.0;"tt96446"
1;2.0;"tt105629"
1;4.0;"tt104257"
1;4.0;"tt120812"
1;5.0;"tt99487"
1;5.0;"tt120586"
1;2.0;"tt130018"
1;5.0;"tt120660"
1;4.0;"tt24216"
1;5.0;"tt124198"
1;2.0;"tt155975"
1;5.0;"tt128445"
1;4.0;"tt88011"
1;3.0;"tt90357"
1;5.0;"tt120863"
1;4.0;"tt91225"
1;5.0;"tt72271"
1;5.0;"tt90555"
1;4.0;"tt92086"
1;4.0;"tt138987"
1;5.0;"tt151804"
1;3.0;"tt74812"
1;5.0;"tt63442"
1;5.0;"tt120735"
1;5.0;"tt133093"
1;5.0;"tt139239"
1;5.0;"tt133189"
1;4.0;"tt99422"
1;2.0;"tt120616"
1;4.0;"tt120915"
1;4.0;"tt78346"
1;5.0;"tt81573"
1;4.0;"tt21814"
1;4.0;"tt21884"
1;5.0;"tt34398"
1;3.0;"tt73629"
1;5.0;"tt130827"
1;5.0;"tt158983"
1;5.0;"tt87332"
1;5.0;"tt129167"
1;4.0;"tt94737"
1;4.0;"tt120657"
1;5.0;"tt169547"
1;5.0;"tt82348"
1;5.0;"tt31397"
1;4.0;"tt100802"
1;5.0;"tt61578"
1;5.0;"tt58150"
1;5.0;"tt57076"
1;5.0;"tt55928"
1;5.0;"tt137523"
1;4.0;"tt93870"
1;5.0;"tt96438"
1;5.0;"tt70328"
1;5.0;"tt59800"
1;4.0;"tt120601"
1;5.0;"tt94012"
1;5.0;"tt70608"
1;5.0;"tt120655"
1;5.0;"tt151137"
1;4.0;"tt56197"
1;5.0;"tt120689"
1;4.0;"tt64276"
1;1.0;"tt134119"
1;3.0;"tt104187"
1;3.0;"tt105417"
1;5.0;"tt105793"
1;5.0;"tt134084"
1;5.0;"tt102138"
1;4.0;"tt103060"
1;4.0;"tt108308"
1;5.0;"tt87985"
1;5.0;"tt93105"
1;5.0;"tt107050"
1;4.0;"tt89457"
1;4.0;"tt102057"
1;4.0;"tt93773"
1;5.0;"tt172495"
1;4.0;"tt215129"
1;4.0;"tt71807"
1;5.0;"tt71230"
1;5.0;"tt79501"
1;5.0;"tt82694"
1;5.0;"tt67741"
1;4.0;"tt90728"
1;4.0;"tt162650"
1;5.0;"tt120903"
1;4.0;"tt103241"
1;4.0;"tt92106"
1;5.0;"tt66026"
2;3.0;"tt111161"
2;4.0;"tt114694"
2;4.5;"tt119217"
2;4.0;"tt172495"
2;4.0;"tt266697"
2;3.5;"tt369339"
2;4.0;"tt415306"
2;4.0;"tt407887"
2;4.5;"tt468569"
2;5.0;"tt838283"
2;4.5;"tt361748"
2;3.0;"tt1156398"
2;4.0;"tt1130884"
2;3.0;"tt1587707"
2;4.0;"tt1375666"
2;4.5;"tt840361"
2;5.0;"tt1645089"
2;4.0;"tt1421373"
2;5.0;"tt1291584"
2;3.5;"tt1345836"
2;2.5;"tt1568346"
2;3.5;"tt1853728"
2;5.0;"tt993846"
2;3.0;"tt816692"
2;4.0;"tt2582802"
2;2.0;"tt1600196"
2;3.5;"tt470752"
2;5.0;"tt1392190"
2;5.0;"tt4299972"
3;0.5;"tt112792"
3;0.5;"tt108052"
3;0.5;"tt115956"
3;0.5;"tt114048"
3;0.5;"tt118114"
3;5.0;"tt116225"
3;0.5;"tt58385"
3;0.5;"tt101761"
3;0.5;"tt82846"
3;0.5;"tt77416"
3;0.5;"tt66206"
3;3.5;"tt91203"
3;0.5;"tt97351"
3;3.0;"tt79945"
3;4.5;"tt82198"
3;0.5;"tt34492"
3;0.5;"tt48280"
3;0.5;"tt76618"
3;2.0;"tt84827"
3;4.0;"tt84787"
3;0.5;"tt128853"
3;5.0;"tt81454"
3;4.5;"tt78087"
3;0.5;"tt83929"
3;5.0;"tt82694"
3;0.5;"tt180093"
3;5.0;"tt95488"
3;0.5;"tt281373"
3;5.0;"tt80836"
3;5.0;"tt82431"
3;4.5;"tt82677"
3;5.0;"tt83557"
3;0.5;"tt99699"
3;5.0;"tt82000"
3;4.5;"tt72913"
3;5.0;"tt72856"
3;4.5;"tt78062"
3;5.0;"tt105643"
3;0.5;"tt1190080"
4;3.0;"tt113161"
4;2.0;"tt114746"
4;3.0;"tt114681"
4;2.0;"tt114369"
4;3.0;"tt113819"
4;3.0;"tt110877"
4;4.0;"tt110251"
4;5.0;"tt116324"
4;1.0;"tt110647"
4;5.0;"tt109508"
4;3.0;"tt113464"
4;5.0;"tt113677"
4;2.0;"tt114323"
4;5.0;"tt112471"
4;1.0;"tt112679"
4;5.0;"tt111797"
4;2.0;"tt109707"
4;3.0;"tt110005"
4;5.0;"tt76759"
4;5.0;"tt103994"
4;1.0;"tt110912"
4;5.0;"tt111149"
4;5.0;"tt110598"
4;4.0;"tt109045"
4;4.0;"tt109348"
4;3.0;"tt109484"
4;3.0;"tt109831"
4;4.0;"tt110478"
4;2.0;"tt109219"
4;1.0;"tt106677"
4;2.0;"tt111732"
4;5.0;"tt106977"
4;5.0;"tt107207"
4;5.0;"tt107507"
4;1.0;"tt107822"
4;5.0;"tt108149"
4;1.0;"tt108160"
4;2.0;"tt108358"
4;4.0;"tt103639"
4;5.0;"tt102926"
4;3.0;"tt101414"
4;2.0;"tt65214"
4;5.0;"tt116282"
4;3.0;"tt117060"
4;4.0;"tt117979"
4;3.0;"tt110480"
4;4.0;"tt116905"
4;4.0;"tt117991"
4;5.0;"tt32904"
4;4.0;"tt45152"
4;4.0;"tt54698"
4;4.0;"tt47396"
4;5.0;"tt53125"
4;5.0;"tt53291"
4;5.0;"tt34583"
4;5.0;"tt58385"
4;5.0;"tt32138"
4;5.0;"tt31381"
4;5.0;"tt38787"
4;3.0;"tt50658"
4;4.0;"tt57546"
4;5.0;"tt115640"
4;3.0;"tt116242"
4;2.0;"tt117802"
4;4.0;"tt67992"
4;5.0;"tt70707"
4;2.0;"tt95159"
4;5.0;"tt79470"
4;5.0;"tt61418"
4;5.0;"tt46912"
4;3.0;"tt104036"
4;5.0;"tt48545"
4;5.0;"tt71853"
4;4.0;"tt99703"
4;1.0;"tt116209"
4;5.0;"tt105488"
4;5.0;"tt80684"
4;5.0;"tt93779"
4;3.0;"tt82971"
4;2.0;"tt88846"
4;5.0;"tt50083"
4;1.0;"tt93191"
4;4.0;"tt99685"
4;4.0;"tt54215"
4;4.0;"tt86879"
4;5.0;"tt50212"
4;4.0;"tt92005"
4;4.0;"tt107048"
4;4.0;"tt105695"
4;2.0;"tt102536"
4;5.0;"tt32455"
4;5.0;"tt44706"
4;4.0;"tt88258"
4;4.0;"tt97576"
4;3.0;"tt64115"
4;1.0;"tt116996"
4;5.0;"tt118111"
4;4.0;"tt119008"
4;4.0;"tt119229"
4;4.0;"tt118655"
4;3.0;"tt119654"
4;1.0;"tt118883"
4;2.0;"tt119488"
4;4.0;"tt119164"
4;1.0;"tt119217"
4;4.0;"tt120255"
4;4.0;"tt118715"
4;5.0;"tt118566"
4;3.0;"tt119590"
4;5.0;"tt120176"
4;2.0;"tt119448"
4;4.0;"tt118798"
4;3.0;"tt120777"
4;2.0;"tt120787"
4;4.0;"tt127723"
4;3.0;"tt120762"
4;4.0;"tt120321"
4;1.0;"tt118789"
4;3.0;"tt129387"
4;5.0;"tt55614"
4;2.0;"tt100142"
4;5.0;"tt91369"
4;4.0;"tt88847"
4;2.0;"tt47478"
4;4.0;"tt90756"
4;5.0;"tt61852"
4;4.0;"tt79367"
4;3.0;"tt91790"
4;5.0;"tt80801"
4;5.0;"tt94721"
4;5.0;"tt44079"
4;4.0;"tt36342"
4;5.0;"tt35279"
4;1.0;"tt126604"
4;1.0;"tt118799"
4;2.0;"tt127536"
4;4.0;"tt50783"
4;4.0;"tt166396"
4;5.0;"tt147004"
4;3.0;"tt128445"
4;4.0;"tt88011"
4;4.0;"tt91605"
4;1.0;"tt133093"
4;5.0;"tt126250"
4;5.0;"tt126886"
4;1.0;"tt120915"
4;4.0;"tt145660"
4;5.0;"tt130827"
4;2.0;"tt120663"
4;4.0;"tt167404"
4;1.0;"tt155267"
4;2.0;"tt131325"
4;5.0;"tt80339"
4;5.0;"tt118843"
4;5.0;"tt169547"
4;4.0;"tt50814"
4;4.0;"tt68699"
4;5.0;"tt95270"
4;2.0;"tt137523"
4;2.0;"tt97123"
4;4.0;"tt120601"
4;4.0;"tt94012"
4;5.0;"tt101669"
4;4.0;"tt101605"
4;3.0;"tt178737"
4;5.0;"tt185125"
4;4.0;"tt175880"
4;1.0;"tt177789"
4;4.0;"tt134119"
4;4.0;"tt77269"
4;4.0;"tt104694"
4;4.0;"tt185014"
4;3.0;"tt101698"
4;5.0;"tt49730"
4;4.0;"tt102138"
4;4.0;"tt195685"
4;2.0;"tt146882"
4;1.0;"tt102057"
4;5.0;"tt75029"
4;2.0;"tt166175"
4;1.0;"tt85970"
4;3.0;"tt60176"
4;3.0;"tt103241"
4;5.0;"tt251739"
4;4.0;"tt181875"
4;3.0;"tt218839"
4;4.0;"tt249462"
4;4.0;"tt190332"
4;3.0;"tt93748"
4;1.0;"tt241303"
4;3.0;"tt219699"
4;4.0;"tt247196"
4;3.0;"tt190590"
4;3.0;"tt120202"
4;4.0;"tt146309"
4;5.0;"tt181865"
4;3.0;"tt234805"
4;4.0;"tt93260"
4;3.0;"tt118694"
4;3.0;"tt251031"
4;2.0;"tt209144"
4;5.0;"tt221027"
4;4.0;"tt243155"
4;3.0;"tt255094"
4;2.0;"tt199129"
4;4.0;"tt240913"
4;1.0;"tt203009"
4;4.0;"tt234288"
4;3.0;"tt243493"
4;1.0;"tt162346"
4;3.0;"tt203166"
4;5.0;"tt242587"
4;3.0;"tt243133"
4;4.0;"tt241527"
4;4.0;"tt256009"
4;5.0;"tt283509"
5;4.0;"tt114709"
5;4.0;"tt113161"
5;4.0;"tt112431"
5;4.0;"tt112818"
5;3.0;"tt112697"
5;4.0;"tt114814"
5;5.0;"tt110877"
5;4.0;"tt112573"
5;3.0;"tt112384"
5;3.0;"tt112462"
5;4.0;"tt111797"
5;5.0;"tt110005"
5;3.0;"tt110148"
5;4.0;"tt110367"
5;3.0;"tt103994"
5;1.0;"tt110322"
5;5.0;"tt110729"
5;5.0;"tt110912"
5;3.0;"tt110932"
5;2.0;"tt111282"
5;3.0;"tt111161"
5;3.0;"tt109040"
5;3.0;"tt109444"
5;2.0;"tt109831"
5;3.0;"tt110357"
5;4.0;"tt110475"
5;2.0;"tt111503"
5;3.0;"tt106220"
5;4.0;"tt106977"
5;4.0;"tt107206"
5;5.0;"tt107207"
5;3.0;"tt107943"
5;5.0;"tt108052"
5;4.0;"tt108071"
5;3.0;"tt108101"
5;4.0;"tt103639"
5;3.0;"tt103064"
5;5.0;"tt99348"
5;3.0;"tt96895"
5;5.0;"tt29583"
5;5.0;"tt101414"
5;5.0;"tt32910"
5;3.0;"tt100405"
5;3.0;"tt116282"
6;4.0;"tt113497"
6;5.0;"tt113228"
6;3.0;"tt114885"
6;5.0;"tt113041"
6;4.0;"tt113277"
6;4.0;"tt114319"
6;3.0;"tt112302"
6;3.0;"tt113189"
6;4.0;"tt112346"
6;3.0;"tt112453"
6;4.0;"tt112760"
6;4.0;"tt112641"
6;4.0;"tt114388"
6;2.0;"tt112281"
6;2.0;"tt113161"
6;5.0;"tt112722"
6;4.0;"tt114168"
6;3.0;"tt113627"
6;4.0;"tt114057"
6;3.0;"tt114011"
6;3.0;"tt112792"
6;4.0;"tt114746"
6;4.0;"tt112431"
6;5.0;"tt112818"
6;4.0;"tt114279"
6;4.0;"tt114272"
6;3.0;"tt114681"
6;4.0;"tt113347"
6;4.0;"tt114369"
6;1.0;"tt114814"
6;4.0;"tt112499"
6;4.0;"tt113419"
6;4.0;"tt116260"
6;4.0;"tt113862"
6;3.0;"tt115683"
6;3.0;"tt116839"
6;4.0;"tt114367"
6;3.0;"tt116731"
6;5.0;"tt118158"
6;3.0;"tt116151"
6;2.0;"tt115697"
6;4.0;"tt113972"
6;4.0;"tt117002"
6;4.0;"tt114825"
6;4.0;"tt115759"
6;3.0;"tt115907"
6;1.0;"tt117102"
6;4.0;"tt116483"
6;3.0;"tt112579"
6;5.0;"tt112573"
6;4.0;"tt113326"
6;3.0;"tt115645"
6;3.0;"tt110647"
6;3.0;"tt116130"
6;3.0;"tt118055"
6;4.0;"tt115685"
6;4.0;"tt112442"
6;4.0;"tt112342"
6;4.0;"tt112384"
6;4.0;"tt114287"
6;3.0;"tt112462"
6;4.0;"tt112642"
6;3.0;"tt112688"
6;5.0;"tt112715"
6;3.0;"tt112740"
6;3.0;"tt112851"
6;3.0;"tt112864"
6;5.0;"tt113071"
6;3.0;"tt113243"
6;3.0;"tt113464"
6;3.0;"tt113500"
6;3.0;"tt113690"
6;1.0;"tt113729"
6;2.0;"tt113749"
6;3.0;"tt113820"
6;3.0;"tt113957"
6;3.0;"tt113986"
6;3.0;"tt114241"
6;2.0;"tt114345"
6;4.0;"tt114496"
6;3.0;"tt114508"
6;3.0;"tt114663"
6;3.0;"tt114781"
6;3.0;"tt114798"
6;4.0;"tt114887"
6;3.0;"tt114898"
6;3.0;"tt114928"
6;4.0;"tt114938"
6;4.0;"tt112602"
6;4.0;"tt112508"
6;3.0;"tt112438"
6;2.0;"tt112571"
6;3.0;"tt112757"
6;4.0;"tt112679"
6;3.0;"tt112883"
6;4.0;"tt109635"
6;5.0;"tt109642"
6;3.0;"tt109686"
6;2.0;"tt109758"
6;4.0;"tt113117"
6;4.0;"tt113097"
6;3.0;"tt113198"
6;3.0;"tt113303"
6;3.0;"tt113199"
6;5.0;"tt110066"
6;4.0;"tt110006"
6;3.0;"tt113360"
6;4.0;"tt110099"
6;3.0;"tt110148"
6;3.0;"tt113463"
6;3.0;"tt110216"
6;5.0;"tt113501"
6;3.0;"tt113538"
6;4.0;"tt110367"
6;5.0;"tt113670"
6;3.0;"tt103994"
6;3.0;"tt110322"
6;3.0;"tt110443"
6;3.0;"tt110391"
6;4.0;"tt113691"
6;3.0;"tt109836"
6;4.0;"tt113755"
6;4.0;"tt110516"
6;5.0;"tt110527"
6;3.0;"tt113896"
6;4.0;"tt110684"
6;3.0;"tt110638"
6;2.0;"tt110632"
6;3.0;"tt110737"
6;3.0;"tt114151"
6;4.0;"tt114069"
6;3.0;"tt110413"
6;2.0;"tt110912"
6;3.0;"tt110963"
6;3.0;"tt114214"
6;4.0;"tt114296"
6;3.0;"tt114268"
6;1.0;"tt114571"
6;3.0;"tt111333"
6;5.0;"tt111112"
6;4.0;"tt111255"
6;5.0;"tt111282"
6;4.0;"tt111070"
6;5.0;"tt111161"
6;1.0;"tt114614"
6;4.0;"tt111280"
6;3.0;"tt114609"
6;3.0;"tt114852"
6;5.0;"tt114694"
6;3.0;"tt114888"
6;5.0;"tt108550"
6;4.0;"tt114924"
6;4.0;"tt111667"
6;3.0;"tt110598"
6;3.0;"tt112435"
6;3.0;"tt109040"
6;3.0;"tt104779"
6;3.0;"tt109348"
6;5.0;"tt109444"
6;5.0;"tt109446"
6;4.0;"tt109484"
6;3.0;"tt109504"
6;4.0;"tt109506"
6;4.0;"tt109450"
6;4.0;"tt109813"
6;5.0;"tt109830"
6;3.0;"tt109831"
6;3.0;"tt113305"
6;3.0;"tt110091"
6;3.0;"tt110093"
6;4.0;"tt110167"
6;3.0;"tt110213"
6;5.0;"tt110357"
6;3.0;"tt111686"
6;4.0;"tt110475"
6;5.0;"tt110478"
6;4.0;"tt110622"
6;3.0;"tt110771"
6;3.0;"tt110989"
6;5.0;"tt111257"
6;3.0;"tt111256"
6;4.0;"tt111503"
6;3.0;"tt111693"
6;3.0;"tt111742"
6;3.0;"tt111756"
6;3.0;"tt110027"
6;3.0;"tt106220"
6;3.0;"tt106226"
6;4.0;"tt106292"
6;3.0;"tt109198"
6;3.0;"tt106400"
6;3.0;"tt106452"
6;5.0;"tt109439"
6;4.0;"tt106582"
6;3.0;"tt106598"
6;3.0;"tt109480"
6;4.0;"tt106673"
6;3.0;"tt106873"
6;4.0;"tt111732"
6;4.0;"tt106918"
6;3.0;"tt106965"
6;5.0;"tt106977"
6;3.0;"tt107004"
6;3.0;"tt109891"
6;2.0;"tt107144"
6;4.0;"tt112966"
6;4.0;"tt107151"
6;3.0;"tt110097"
6;4.0;"tt107206"
6;4.0;"tt107207"
6;4.0;"tt108551"
6;5.0;"tt107290"
6;3.0;"tt107362"
6;3.0;"tt107478"
6;3.0;"tt107497"
6;4.0;"tt107501"
6;3.0;"tt107554"
6;3.0;"tt116253"
6;3.0;"tt107616"
6;5.0;"tt107614"
6;3.0;"tt110657"
6;3.0;"tt110687"
6;4.0;"tt107818"
6;3.0;"tt107822"
6;3.0;"tt107840"
6;4.0;"tt107943"
6;4.0;"tt110971"
6;3.0;"tt107977"
6;3.0;"tt108002"
6;3.0;"tt108052"
6;3.0;"tt108071"
6;3.0;"tt111127"
6;3.0;"tt111194"
6;3.0;"tt111201"
6;3.0;"tt108160"
6;3.0;"tt108162"
6;4.0;"tt108186"
6;3.0;"tt108174"
6;2.0;"tt108255"
6;3.0;"tt111400"
6;3.0;"tt108333"
6;5.0;"tt108358"
6;4.0;"tt110363"
6;3.0;"tt110366"
6;5.0;"tt99653"
6;5.0;"tt103639"
6;3.0;"tt103064"
6;5.0;"tt99348"
6;3.0;"tt96895"
6;4.0;"tt102926"
6;4.0;"tt29583"
6;5.0;"tt101414"
6;3.0;"tt32910"
6;4.0;"tt100405"
6;3.0;"tt112625"
6;3.0;"tt116282"
6;4.0;"tt116552"
6;5.0;"tt65421"
6;3.0;"tt117381"
6;4.0;"tt115509"
6;4.0;"tt117608"
6;1.0;"tt116095"
6;4.0;"tt115956"
6;3.0;"tt116287"
6;3.0;"tt112536"
6;3.0;"tt117774"
6;3.0;"tt116289"
6;4.0;"tt112368"
6;3.0;"tt117420"
6;4.0;"tt117979"
6;5.0;"tt95776"
6;3.0;"tt115851"
6;4.0;"tt116322"
6;2.0;"tt117108"
6;5.0;"tt117998"
6;3.0;"tt117768"
6;1.0;"tt117765"
6;3.0;"tt116669"
6;3.0;"tt63715"
6;5.0;"tt116629"
6;5.0;"tt116583"
6;3.0;"tt111237"
6;3.0;"tt116365"
6;3.0;"tt116493"
6;4.0;"tt117333"
6;3.0;"tt118073"
6;5.0;"tt116313"
6;4.0;"tt116353"
6;3.0;"tt117008"
6;4.0;"tt116191"
6;3.0;"tt115986"
6;3.0;"tt117826"
6;4.0;"tt117718"
6;4.0;"tt117918"
6;3.0;"tt115836"
6;3.0;"tt116654"
6;3.0;"tt116311"
6;3.0;"tt113596"
6;3.0;"tt113253"
6;3.0;"tt114007"
6;3.0;"tt118927"
6;4.0;"tt116329"
6;4.0;"tt117039"
6;4.0;"tt116830"
6;2.0;"tt115438"
6;4.0;"tt116421"
6;4.0;"tt115862"
6;3.0;"tt117887"
6;5.0;"tt116409"
6;4.0;"tt117665"
6;4.0;"tt115491"
6;3.0;"tt67992"
6;4.0;"tt68334"
6;3.0;"tt61418"
7;4.5;"tt114709"
7;4.5;"tt114814"
7;3.0;"tt110877"
7;4.5;"tt112384"
7;4.0;"tt112864"
7;5.0;"tt76759"
7;5.0;"tt109830"
7;3.0;"tt111503"
7;5.0;"tt107144"
7;5.0;"tt107290"
7;2.0;"tt99653"
7;3.0;"tt103639"
7;2.5;"tt103064"
7;3.0;"tt96895"
7;5.0;"tt102926"
7;3.5;"tt101414"
7;4.0;"tt117060"
7;4.0;"tt57012"
7;4.5;"tt116629"
7;3.0;"tt31381"
7;4.0;"tt62622"
7;4.0;"tt92099"
7;1.5;"tt116209"
7;4.0;"tt80684"
7;4.0;"tt78788"
7;4.0;"tt86190"
7;5.0;"tt54215"
7;4.5;"tt80455"
7;5.0;"tt88247"
7;1.5;"tt97165"
7;5.0;"tt88763"
7;3.5;"tt118655"
7;5.0;"tt118884"
7;4.0;"tt99810"
7;3.0;"tt119488"
7;3.0;"tt120382"
7;0.5;"tt119822"
7;4.0;"tt120591"
7;1.5;"tt129387"
7;4.5;"tt75148"
7;5.0;"tt47478"
7;2.0;"tt118799"
7;3.5;"tt120660"
7;5.0;"tt63442"
7;1.5;"tt120915"
7;3.0;"tt78346"
7;4.5;"tt125439"
7;2.0;"tt145660"
7;2.5;"tt144214"
7;1.5;"tt120891"
7;3.5;"tt97428"
7;4.5;"tt167404"
7;4.0;"tt169547"
7;4.5;"tt120363"
7;1.5;"tt183523"
7;4.5;"tt195685"
7;1.5;"tt172495"
7;1.0;"tt120755"
7;3.5;"tt120903"
7;5.0;"tt102510"
7;4.0;"tt210945"
7;2.5;"tt160127"
7;3.0;"tt217869"
7;4.0;"tt207201"
7;2.0;"tt215750"
7;2.0;"tt243155"
7;4.0;"tt126029"
7;0.5;"tt213149"
7;4.5;"tt212720"
7;1.0;"tt133152"
7;1.5;"tt247638"
7;1.5;"tt219965"
7;3.0;"tt272152"
7;4.0;"tt198781"
7;4.0;"tt241527"
7;4.0;"tt240772"
7;4.5;"tt120737"
7;4.5;"tt268978"
7;3.5;"tt268380"
7;3.5;"tt145487"
7;0.5;"tt121765"
7;4.0;"tt181689"
7;3.0;"tt120912"
7;3.0;"tt257044"
7;1.5;"tt286106"
7;5.0;"tt245429"
7;4.5;"tt295297"
7;4.5;"tt167261"
7;4.0;"tt264464"
7;4.5;"tt299658"
7;4.0;"tt290334"
7;4.0;"tt234215"
7;0.5;"tt286716"
7;4.5;"tt325980"
7;4.5;"tt332379"
7;2.0;"tt242653"
7;4.5;"tt325710"
7;4.0;"tt167260"
7;3.0;"tt337909"
7;4.0;"tt328107"
7;4.5;"tt69947"
7;3.5;"tt298148"
7;2.5;"tt304141"
7;2.0;"tt327162"
7;4.5;"tt364725"
7;4.5;"tt316654"
7;3.5;"tt372183"
7;1.0;"tt327554"
7;1.0;"tt368447"
7;4.5;"tt369339"
7;1.5;"tt368933"
7;1.0;"tt346156"
7;3.5;"tt356618"
7;1.0;"tt307453"
7;4.5;"tt349710"
7;4.0;"tt375063"
7;4.0;"tt387564"
7;3.5;"tt350258"
7;4.0;"tt317705"
7;1.0;"tt338348"
7;2.5;"tt308644"
7;2.5;"tt368891"
7;4.0;"tt349903"
7;3.0;"tt351817"
7;3.5;"tt338751"
7;2.0;"tt293508"
7;3.5;"tt373074"
7;2.0;"tt340163"
7;1.5;"tt358082"
7;2.0;"tt385307"
7;3.5;"tt401792"
7;3.5;"tt320661"
7;1.0;"tt121766"
7;2.0;"tt372784"
7;1.0;"tt374536"
7;3.0;"tt407304"
7;4.5;"tt399201"
7;3.5;"tt379725"
7;3.5;"tt380389"
7;4.5;"tt395251"
7;4.0;"tt376994"
7;4.5;"tt317219"
7;1.0;"tt410297"
7;0.5;"tt452637"
7;1.0;"tt348150"
7;1.0;"tt407887"
7;4.5;"tt418689"
7;2.5;"tt396171"
7;4.5;"tt381061"
7;3.5;"tt453467"
7;0.5;"tt457939"
7;3.0;"tt443489"
8;4.0;"tt113497"
8;2.0;"tt113189"
8;4.0;"tt112346"
8;4.0;"tt113161"
8;3.0;"tt114746"
8;5.0;"tt112431"
8;3.0;"tt112697"
8;4.0;"tt114369"
8;5.0;"tt114814"
8;3.0;"tt112573"
8;3.0;"tt115685"
8;4.0;"tt112384"
8;2.0;"tt112462"
8;5.0;"tt113957"
8;4.0;"tt113986"
8;3.0;"tt114898"
8;4.0;"tt109686"
8;3.0;"tt109707"
8;3.0;"tt113117"
8;3.0;"tt110099"
8;5.0;"tt110148"
8;3.0;"tt110638"
8;3.0;"tt114069"
8;4.0;"tt110912"
8;3.0;"tt111070"
8;5.0;"tt111161"
8;3.0;"tt114924"
8;3.0;"tt109830"
8;5.0;"tt109831"
8;5.0;"tt110357"
8;3.0;"tt110475"
8;4.0;"tt111257"
8;5.0;"tt111503"
8;1.0;"tt109439"
8;3.0;"tt106673"
8;4.0;"tt106918"
8;3.0;"tt106977"
8;4.0;"tt107290"
8;2.0;"tt107614"
8;5.0;"tt108052"
8;3.0;"tt108160"
8;3.0;"tt99785"
8;3.0;"tt99653"
8;5.0;"tt99348"
8;3.0;"tt96895"
8;4.0;"tt102926"
8;3.0;"tt100405"
