"imdbId";"av";"nov"
"tt0027698";3.5;1
"tt0027884";3.5;1
"tt0027893";4.0;1
"tt0027948";3.0;1
"tt0027977";3.7200000000000006;25
"tt0027996";3.5;2
"tt0028010";3.75;4
"tt0028212";3.25;2
"tt0028216";4.0;1
"tt0028231";3.0;1
"tt0028333";4.0;1
"tt0028346";3.25;2
"tt0028510";3.5;1
"tt0028597";4.75;2
"tt0028683";4.0;1
"tt0028691";4.0;1
"tt0028772";3.9999999999999996;3
"tt0028944";4.0;2
"tt0028950";3.7142857142857135;7
"tt0028988";2.5;4
"tt0029081";2.5;1
"tt0029146";3.0;1
"tt0029162";4.0;3
"tt0029192";3.5;1
"tt0029284";3.0;1
"tt0029453";3.25;2
"tt0029546";4.5;4
"tt0029583";3.6168831168831166;77
"tt0029604";4.166666666666666;3
"tt0029606";3.4999999999999996;3
"tt0029808";4.5;1
"tt0029843";4.0;8
"tt0029850";4.0;2
"tt0029870";3.75;2
"tt0029942";3.5;1
"tt0029947";3.861111111111111;18
"tt0029992";3.375;4
"tt0030241";3.0;3
"tt0030287";3.833333333333333;3
"tt0030341";3.916666666666667;6
"tt0030604";4.0;1
"tt0030608";4.0;1
"tt0030637";3.5;1
"tt0030947";3.5;1
"tt0030993";3.833333333333333;3
"tt0031047";3.5;1
"tt0031060";3.0;1
"tt0031210";4.0;1
"tt0031225";3.75;2
"tt0031381";3.644444444444445;45
"tt0031385";3.666666666666666;3
"tt0031397";3.0;3
"tt0031398";3.166666666666666;3
"tt0031405";4.0;1
"tt0031455";3.5;2
"tt0031505";3.0;1
"tt0031580";3.5;2
"tt0031593";3.0;1
"tt0031679";4.083333333333332;18
"tt0031725";4.0;6
"tt0031742";3.5;6
"tt0031762";3.0;2
"tt0031885";3.4999999999999996;3
"tt0031971";3.5;3
"tt0032138";3.8804347826086945;92
"tt0032143";4.0;3
"tt0032145";3.25;2
"tt0032194";4.0;1
"tt0032234";2.5;2
"tt0032339";5.0;1
"tt0032410";5.0;1
"tt0032455";3.7830188679245262;53
"tt0032475";1.25;2
"tt0032484";3.5;1
"tt0032536";3.0;1
"tt0032551";4.111111111111111;9
"tt0032553";4.133333333333332;15
"tt0032599";4.392857142857142;14
"tt0032617";3.5;1
"tt0032635";2.5;1
"tt0032701";4.0;1
"tt0032762";3.75;2
"tt0032851";3.0;1
"tt0032881";3.0;1
"tt0032904";4.310344827586208;29
"tt0032910";3.4499999999999984;60
"tt0032943";3.6666666666666665;3
"tt0032976";4.166666666666667;18
"tt0033045";3.666666666666666;3
"tt0033149";4.0;1
"tt0033152";3.0;1
"tt0033467";4.043478260869562;69
"tt0033553";3.75;2
"tt0033563";3.385714285714286;35
"tt0033712";3.5;1
"tt0033717";4.166666666666666;3
"tt0033774";3.5;1
"tt0033804";3.9999999999999996;8
"tt0033836";4.0;2
"tt0033852";3.5;1
"tt0033870";4.170454545454545;44
"tt0033874";4.0;1
"tt0033891";3.9000000000000004;5
"tt0033922";2.875;4
"tt0034012";4.0;1
"tt0034167";3.833333333333333;3
"tt0034172";3.5;1
"tt0034240";4.0;7
"tt0034248";4.0;5
"tt0034398";3.6000000000000005;5
"tt0034409";3.5;1
"tt0034492";3.3684210526315788;38
"tt0034493";3.5;1
"tt0034583";4.239999999999999;100
"tt0034587";4.0;1
"tt0034742";3.0;2
"tt0034862";3.625;8
"tt0035015";3.5;2
"tt0035019";3.5;1
"tt0035093";3.9999999999999996;3
"tt0035140";3.666666666666666;3
"tt0035169";4.1000000000000005;5
"tt0035211";3.5;3
"tt0035238";4.0;2
"tt0035262";3.5;1
"tt0035279";3.875;4
"tt0035317";3.0;1
"tt0035415";5.0;1
"tt0035417";4.0;1
"tt0035423";3.2058823529411757;17
"tt0035446";2.5;3
"tt0035567";4.0;2
"tt0035575";4.0;2
"tt0035753";4.25;2
"tt0035896";3.75;2
"tt0035899";1.0;1
"tt0036027";2.0;2
"tt0036154";3.0;1
"tt0036244";4.5;1
"tt0036342";4.142857142857143;7
"tt0036377";3.0;1
"tt0036506";4.0;2
"tt0036515";4.0;1
"tt0036613";3.8793103448275867;29
"tt0036775";4.323529411764706;17
"tt0036777";3.5;1
"tt0036824";3.5;2
"tt0036855";4.142857142857143;7
"tt0036868";4.0625;8
"tt0036872";3.25;2
"tt0036969";5.0;1
"tt0037008";4.333333333333334;6
"tt0037017";4.357142857142857;7
"tt0037059";4.1;10
"tt0037077";3.5;1
"tt0037094";5.0;1
"tt0037120";3.75;2
"tt0037193";4.0;1
"tt0037365";3.5;1
"tt0037382";3.4999999999999996;4
"tt0037514";3.2;5
"tt0037515";3.625;4
"tt0037536";3.5;1
"tt0037549";4.5;1
"tt0037558";3.5;2
"tt0037635";0.5;1
"tt0037638";3.5;2
"tt0037884";4.0;3
"tt0037913";4.0;1
"tt0037954";3.0;1
"tt0037988";2.0;2
"tt0038109";3.833333333333333;9
"tt0038166";3.6666666666666665;6
"tt0038259";3.5;1
"tt0038348";3.25;6
"tt0038355";4.142857142857142;14
"tt0038494";3.75;2
"tt0038499";5.0;1
"tt0038559";4.0;6
"tt0038574";3.5;1
"tt0038589";3.0;1
"tt0038650";4.0344827586206895;58
"tt0038661";3.5;1
"tt0038669";4.0;1
"tt0038776";2.5;1
"tt0038787";4.249999999999999;20
"tt0038823";4.0;1
"tt0038854";3.666666666666666;3
"tt0038890";4.0;2
"tt0038969";3.4166666666666665;6
"tt0038975";4.0;2
"tt0038988";3.5;1
"tt0038991";3.0;1
"tt0039017";3.0;1
"tt0039040";3.5;1
"tt0039066";3.5;1
"tt0039111";4.0;1
"tt0039169";3.0;3
"tt0039190";4.0;1
"tt0039192";4.0;1
"tt0039211";4.0;1
"tt0039286";3.5;1
"tt0039302";4.0;1
"tt0039335";2.5;1
"tt0039370";3.5;1
"tt0039402";3.0;1
"tt0039416";4.0;1
"tt0039417";3.5;1
"tt0039420";3.928571428571429;7
"tt0039502";4.5;1
"tt0039566";3.5;1
"tt0039628";4.0588235294117645;17
"tt0039631";4.0;5
"tt0039689";4.125;4
"tt0039694";3.5;2
"tt0039808";3.5;1
"tt0039853";3.5;1
"tt0040068";3.75;4
"tt0040308";3.333333333333333;3
"tt0040338";2.5;1
"tt0040416";3.5;2
"tt0040458";4.0;1
"tt0040495";4.0;1
"tt0040497";3.0;1
"tt0040506";4.199999999999999;10
"tt0040522";4.125;16
"tt0040525";3.5;1
"tt0040613";3.0;1
"tt0040662";3.833333333333333;3
"tt0040724";4.0;1
"tt0040725";3.5;1
"tt0040746";3.9;10
"tt0040806";3.5;2
"tt0040823";3.8;5
"tt0040876";3.5;1
"tt0040897";3.65625;16
"tt0040919";5.0;1
"tt0041090";4.75;4
"tt0041094";3.0;3
"tt0041113";4.25;4
"tt0041190";3.0;1
"tt0041386";3.25;2
"tt0041414";3.75;2
"tt0041452";3.5;1
"tt0041497";2.0;1
"tt0041498";4.25;2
"tt0041509";3.0;1
"tt0041546";3.333333333333333;3
"tt0041587";4.0;1
"tt0041594";3.5;2
"tt0041650";2.8333333333333335;6
"tt0041699";3.5;1
"tt0041716";3.7499999999999996;4
"tt0041841";2.5;1
"tt0041842";4.0;1
"tt0041866";3.0;1
"tt0041959";4.229166666666668;24
"tt0041968";4.0;1
"tt0041996";4.5;1
"tt0042041";3.6666666666666665;3
"tt0042192";4.229166666666667;24
"tt0042200";2.5;1
"tt0042208";3.6666666666666665;3
"tt0042276";4.285714285714286;7
"tt0042286";3.0;1
"tt0042327";2.75;2
"tt0042332";3.4880952380952372;42
"tt0042369";2.5;1
"tt0042451";3.25;12
"tt0042546";3.8333333333333326;12
"tt0042593";3.5;1
"tt0042619";3.4999999999999996;3
"tt0042646";3.0;1
"tt0042665";4.0;1
"tt0042804";4.0;1
"tt0042876";3.9444444444444433;18
"tt0042895";3.5;1
"tt0042994";3.5;2
"tt0043014";4.333333333333333;27
"tt0043067";3.25;2
"tt0043137";4.0;1
"tt0043147";3.0;1
"tt0043265";3.9705882352941164;34
"tt0043274";3.3749999999999996;40
"tt0043278";3.708333333333333;12
"tt0043338";3.0;1
"tt0043379";3.0;3
"tt0043456";3.8200000000000003;25
"tt0043618";4.5;1
"tt0043686";3.5;1
"tt0043915";3.5;1
"tt0043918";3.0;1
"tt0043924";4.5;2
"tt0043949";3.0;2
"tt0043961";4.0;1
"tt0043983";3.0;1
"tt0044008";3.25;2
"tt0044030";3.0;1
"tt0044079";3.9799999999999995;25
"tt0044081";4.475;20
"tt0044121";3.5;4
"tt0044207";5.0;1
"tt0044391";4.0;1
"tt0044509";4.0;1
"tt0044517";3.0;1
"tt0044706";4.2105263157894735;19
"tt0044741";3.416666666666667;6
"tt0044744";4.333333333333333;3
"tt0044829";4.5;2
"tt0044837";3.6666666666666665;3
"tt0044876";3.5;1
"tt0044916";2.5;2
"tt0045012";4.0;2
"tt0045061";3.5;6
"tt0045081";3.0;1
"tt0045125";3.0;1
"tt0045152";4.074468085106381;47
"tt0045251";4.0;1
"tt0045274";5.0;1
"tt0045464";4.0;2
"tt0045537";3.833333333333333;3
"tt0045591";3.5;1
"tt0045708";4.0;1
"tt0045793";3.9545454545454546;11
"tt0045810";3.8000000000000003;5
"tt0045826";4.0;1
"tt0045888";3.4999999999999996;3
"tt0045891";4.5;1
"tt0045897";4.0;2
"tt0045920";3.0;1
"tt0045963";3.5;1
"tt0046085";3.0;1
"tt0046183";3.573170731707317;41
"tt0046187";4.0;1
"tt0046250";4.0576923076923075;26
"tt0046268";3.3000000000000003;5
"tt0046303";3.9000000000000004;5
"tt0046359";3.7222222222222223;9
"tt0046414";3.5;1
"tt0046435";3.583333333333333;6
"tt0046438";2.625;4
"tt0046451";3.0;1
"tt0046478";2.5;2
"tt0046487";3.5;3
"tt0046521";3.5;2
"tt0046534";3.166666666666667;12
"tt0046672";3.4705882352941173;17
"tt0046754";3.0;1
"tt0046807";3.9999999999999996;3
"tt0046816";4.0;2
"tt0046874";3.5;1
"tt0046876";2.125;4
"tt0046889";4.0;1
"tt0046911";3.1249999999999996;4
"tt0046912";4.099999999999999;25
"tt0046963";3.0;1
"tt0047030";4.0;1
"tt0047034";2.1666666666666665;3
"tt0047216";3.5;1
"tt0047296";4.187499999999999;24
"tt0047396";4.261904761904758;84
"tt0047437";3.766666666666667;30
"tt0047445";3.5;1
"tt0047472";3.75;4
"tt0047478";4.187499999999998;48
"tt0047522";3.5;1
"tt0047528";4.25;6
"tt0047542";3.5;1
"tt0047573";3.8000000000000003;5
"tt0047577";1.0;1
"tt0047673";4.1875;8
"tt0047677";3.5;1
"tt0047682";4.5;1
"tt0047811";4.25;4
"tt0047834";1.0;1
"tt0047849";3.5;1
"tt0047885";3.25;2
"tt0047892";3.333333333333333;3
"tt0047977";3.0;1
"tt0048021";4.75;2
"tt0048028";3.916666666666667;6
"tt0048140";3.937499999999999;8
"tt0048254";3.0;1
"tt0048261";4.0;2
"tt0048280";3.399999999999999;55
"tt0048281";3.5;1
"tt0048308";3.5;1
"tt0048316";4.0;1
"tt0048347";5.0;1
"tt0048356";3.833333333333333;3
"tt0048380";3.818181818181817;11
"tt0048393";3.5;1
"tt0048394";3.0;1
"tt0048424";4.0;7
"tt0048434";4.5;1
"tt0048445";4.5;2
"tt0048452";3.75;2
"tt0048473";4.25;2
"tt0048491";3.0;1
"tt0048545";4.1000000000000005;15
"tt0048563";3.5;1
"tt0048605";3.375;8
"tt0048696";3.0;1
"tt0048728";4.217391304347826;23
"tt0048750";3.416666666666667;6
"tt0048801";4.5;1
"tt0048947";3.5;1
"tt0048956";3.75;2
"tt0048960";3.625;12
"tt0048977";4.0;4
"tt0048980";3.5;1
"tt0048992";0.5;1
"tt0049096";3.5;1
"tt0049169";1.0;1
"tt0049189";4.0;1
"tt0049223";3.8076923076923075;13
"tt0049233";4.0;1
"tt0049261";3.916666666666667;6
"tt0049291";4.0;1
"tt0049314";3.0;2
"tt0049363";0.5;1
"tt0049366";3.7692307692307687;13
"tt0049406";4.055555555555555;9
"tt0049408";4.166666666666665;12
"tt0049452";3.5;1
"tt0049456";2.5;1
"tt0049470";3.5555555555555554;9
"tt0049513";4.5;2
"tt0049607";3.5;1
"tt0049730";4.071428571428572;7
"tt0049830";4.0;1
"tt0049833";3.75;4
"tt0049902";3.5;1
"tt0049934";3.5;1
"tt0049949";0.5;1
"tt0049966";4.25;2
"tt0050083";4.14912280701754;57
"tt0050084";5.0;1
"tt0050086";4.0;1
"tt0050095";4.0;1
"tt0050105";3.9375;8
"tt0050147";3.0;1
"tt0050177";1.0;1
"tt0050212";4.122222222222223;45
"tt0050280";3.0;1
"tt0050306";3.5;1
"tt0050307";3.75;2
"tt0050371";4.2;5
"tt0050419";3.0;7
"tt0050539";3.0;1
"tt0050598";4.0;1
"tt0050613";4.0;4
"tt0050634";4.0;1
"tt0050658";3.5;2
"tt0050706";3.833333333333333;3
"tt0050738";5.0;1
"tt0050783";4.285714285714286;7
"tt0050798";3.4444444444444438;9
"tt0050814";3.666666666666666;3
"tt0050825";4.541666666666667;12
"tt0050832";4.0;1
"tt0050839";3.5;1
"tt0050972";3.5;1
"tt0050976";4.222222222222223;18
"tt0050986";3.75;4
"tt0051036";4.125;4
"tt0051077";4.0;2
"tt0051201";4.388888888888888;9
"tt0051207";2.875;4
"tt0051337";4.4;5
"tt0051365";4.5;1
"tt0051378";4.0;1
"tt0051380";4.5;1
"tt0051381";4.0;1
"tt0051383";3.7;5
"tt0051406";3.3749999999999996;4
"tt0051411";3.25;2
"tt0051418";3.0000000000000004;6
"tt0051459";4.1;10
"tt0051516";3.5;1
"tt0051525";3.5;1
"tt0051554";3.0;1
"tt0051622";3.384615384615384;13
"tt0051658";3.2500000000000004;6
"tt0051745";2.0;1
"tt0051758";3.0;1
"tt0051773";3.5;1
"tt0051808";4.25;2
"tt0051850";2.0;1
"tt0051878";4.0;1
"tt0051994";3.0;1
"tt0052027";3.5;2
"tt0052077";3.1875;8
"tt0052080";4.0;1
"tt0052151";3.6;5
"tt0052216";4.0;1
"tt0052225";3.777777777777777;9
"tt0052278";4.0;1
"tt0052311";4.264705882352941;17
"tt0052357";4.024999999999999;60
"tt0052561";4.0;4
"tt0052564";4.5;1
"tt0052572";4.75;2
"tt0052587";3.0;1
"tt0052618";3.9411764705882355;34
"tt0052646";1.5;2
"tt0052655";2.5;1
"tt0052722";2.75;4
"tt0052738";3.9999999999999996;4
"tt0052847";3.5;1
"tt0052893";4.0;1
"tt0052902";4.0;1
"tt0052918";3.5;2
"tt0052948";2.75;2
"tt0052969";0.5;1
"tt0053084";3.0;1
"tt0053085";3.333333333333333;3
"tt0053114";4.5;1
"tt0053115";4.5;1
"tt0053125";4.184210526315787;57
"tt0053137";4.5;1
"tt0053143";3.0;4
"tt0053146";4.0;1
"tt0053168";2.75;2
"tt0053172";3.833333333333333;3
"tt0053183";3.5;2
"tt0053198";4.0;12
"tt0053221";3.666666666666666;3
"tt0053226";4.0;1
"tt0053271";2.9000000000000004;5
"tt0053285";3.4090909090909083;22
"tt0053291";4.01;50
"tt0053318";3.5;1
"tt0053320";3.0;1
"tt0053459";3.0;2
"tt0053472";3.9375;8
"tt0053559";3.125;4
"tt0053580";3.3749999999999996;4
"tt0053593";3.5;1
"tt0053604";3.962962962962962;27
"tt0053611";2.25;2
"tt0053619";4.0;2
"tt0053622";3.0;1
"tt0053779";3.75;6
"tt0053793";4.0;2
"tt0053804";3.5;1
"tt0053841";3.0;1
"tt0053877";3.25;2
"tt0053925";3.0;2
"tt0053946";4.083333333333334;6
"tt0053976";3.75;2
"tt0054033";3.0000000000000004;9
"tt0054047";3.593749999999999;16
"tt0054130";4.0;1
"tt0054135";3.636363636363636;11
"tt0054144";4.5;1
"tt0054167";3.0;3
"tt0054176";3.5;1
"tt0054188";3.5;2
"tt0054195";2.9000000000000004;5
"tt0054215";4.036144578313252;83
"tt0054248";3.5;1
"tt0054325";3.5;1
"tt0054331";3.576923076923077;13
"tt0054357";3.499999999999999;10
"tt0054387";3.625;8
"tt0054393";1.0;1
"tt0054407";4.0;1
"tt0054428";3.8333333333333335;6
"tt0054443";3.0833333333333335;6
"tt0054462";0.5;1
"tt0054494";3.0;1
"tt0054594";3.3888888888888893;9
"tt0054649";3.1000000000000005;5
"tt0054698";3.8472222222222205;36
"tt0054743";3.5;2
"tt0054749";4.0;1
"tt0054847";3.0;1
"tt0054953";3.7692307692307687;13
"tt0054997";4.333333333333334;18
"tt0055031";3.6;5
"tt0055032";4.5;5
"tt0055047";3.0;1
"tt0055100";3.0;1
"tt0055184";3.25;2
"tt0055198";3.0;1
"tt0055233";5.0;1
"tt0055254";3.4318181818181825;44
"tt0055256";4.0;2
"tt0055257";3.0;1
"tt0055277";3.2083333333333335;12
"tt0055304";3.333333333333333;3
"tt0055312";3.5;1
"tt0055353";3.833333333333333;3
"tt0055400";4.5;1
"tt0055471";4.25;2
"tt0055499";4.5;1
"tt0055572";5.0;1
"tt0055601";4.0;1
"tt0055608";3.0;1
"tt0055614";3.6029411764705883;34
"tt0055630";4.230769230769231;13
"tt0055728";5.0;1
"tt0055798";4.0;1
"tt0055805";4.0;1
"tt0055824";3.964285714285714;14
"tt0055830";3.8749999999999996;4
"tt0055831";3.5;1
"tt0055895";4.0;2
"tt0055913";4.5;2
"tt0055928";3.7121212121212115;33
"tt0056023";2.0;1
"tt0056048";0.5;1
"tt0056058";4.5;3
"tt0056059";3.0;1
"tt0056095";3.0;1
"tt0056111";2.75;2
"tt0056119";4.5;2
"tt0056142";2.5;2
"tt0056171";3.0;1
"tt0056172";4.299999999999999;45
"tt0056193";3.5;7
"tt0056195";4.0;1
"tt0056196";3.5;1
"tt0056197";4.0;11
"tt0056217";4.4;5
"tt0056218";4.25;30
"tt0056241";3.6666666666666665;3
"tt0056262";3.9;5
"tt0056291";3.75;2
"tt0056405";0.5;1
"tt0056406";4.0;2
"tt0056412";3.5;1
"tt0056415";0.5;1
"tt0056443";4.25;4
"tt0056541";3.0;1
"tt0056575";3.75;2
"tt0056592";4.120689655172412;58
"tt0056600";0.5;1
"tt0056687";4.5;2
"tt0056704";3.5;1
"tt0056732";1.5;2
"tt0056801";4.071428571428571;14
"tt0056868";3.5;1
"tt0056869";3.6022727272727275;44
"tt0056875";4.0;1
"tt0056903";4.5;1
"tt0056905";0.5;1
"tt0056912";4.5;1
"tt0056923";3.8076923076923075;13
"tt0056931";3.1666666666666665;3
"tt0057012";4.268041237113399;97
"tt0057076";3.7500000000000004;36
"tt0057091";4.25;2
"tt0057115";4.127906976744183;43
"tt0057129";4.0;7
"tt0057163";3.75;4
"tt0057171";4.0;2
"tt0057180";3.375;4
"tt0057187";3.625;4
"tt0057193";3.25;10
"tt0057197";3.5;6
"tt0057215";3.5;1
"tt0057251";3.833333333333333;3
"tt0057261";3.0384615384615383;13
"tt0057286";4.5;1
"tt0057318";2.0;1
"tt0057345";3.0;2
"tt0057358";3.5;1
"tt0057372";2.4642857142857144;14
"tt0057413";3.454545454545454;11
"tt0057427";4.9;5
"tt0057495";3.5;1
"tt0057518";2.5;2
"tt0057546";3.58;25
"tt0057565";4.0;1
"tt0057581";3.0;1
"tt0057590";3.6428571428571423;7
"tt0057603";4.0;1
"tt0057611";3.5;2
"tt0057697";4.0;1
"tt0057812";5.0;1
"tt0057840";4.0;1
"tt0057859";3.5;1
"tt0057869";3.5;2
"tt0057887";1.0;1
"tt0057936";3.0;1
"tt0058083";4.0;1
"tt0058092";3.6666666666666665;3
"tt0058150";3.8396226415094334;53
"tt0058154";5.0;1
"tt0058175";4.0;1
"tt0058182";3.4736842105263146;19
"tt0058213";4.5;2
"tt0058230";3.0;1
"tt0058249";3.75;2
"tt0058265";3.5;1
"tt0058279";2.5;2
"tt0058329";3.625;4
"tt0058331";3.887323943661971;71
"tt0058333";3.25;2
"tt0058379";2.0;1
"tt0058385";4.042857142857143;35
"tt0058404";3.0;1
"tt0058430";4.5;1
"tt0058450";4.125;4
"tt0058461";3.9358974358974352;39
"tt0058530";2.0;1
"tt0058536";3.833333333333333;3
"tt0058571";3.25;2
"tt0058576";4.0;1
"tt0058578";3.833333333333333;3
"tt0058586";2.5;1
"tt0058625";4.75;4
"tt0058652";3.5;1
"tt0058672";2.5;1
"tt0058700";3.0;1
"tt0058708";3.75;2
"tt0058715";3.5;1
"tt0058756";4.0;1
"tt0058777";4.0;4
"tt0058886";4.0;1
"tt0058888";4.5;1
"tt0058898";4.125;4
"tt0058946";4.300000000000001;5
"tt0058953";1.5;1
"tt0058997";3.5;1
"tt0059017";3.142857142857143;7
"tt0059026";4.000000000000001;6
"tt0059037";0.5;1
"tt0059043";0.5;1
"tt0059049";3.0;1
"tt0059095";4.0;1
"tt0059113";4.142857142857143;21
"tt0059124";5.0;1
"tt0059125";1.5;1
"tt0059170";3.7;5
"tt0059183";4.0;2
"tt0059229";3.25;2
"tt0059243";3.3333333333333335;6
"tt0059245";2.5;1
"tt0059260";3.357142857142857;7
"tt0059297";3.0;1
"tt0059319";4.0;1
"tt0059320";3.0;1
"tt0059418";2.0;1
"tt0059550";3.833333333333333;3
"tt0059557";3.4999999999999996;3
"tt0059573";4.0;1
"tt0059575";3.5;1
"tt0059578";4.151515151515151;33
"tt0059592";3.875;4
"tt0059643";4.0;1
"tt0059646";4.166666666666666;3
"tt0059673";3.0;1
"tt0059674";5.0;1
"tt0059711";4.0;1
"tt0059712";3.5;1
"tt0059742";3.9374999999999996;64
"tt0059749";0.5;1
"tt0059793";2.4166666666666674;6
"tt0059797";2.5;1
"tt0059798";5.0;1
"tt0059800";3.479166666666666;24
"tt0059855";3.5;1
"tt0059885";3.75;4
"tt0059903";3.5;2
"tt0060086";3.25;4
"tt0060095";3.0;1
"tt0060107";4.5;1
"tt0060138";3.5;2
"tt0060153";3.0000000000000004;5
"tt0060161";4.0;1
"tt0060176";3.6666666666666665;6
"tt0060182";4.0;1
"tt0060196";4.145833333333332;72
"tt0060200";2.75;2
"tt0060277";4.25;2
"tt0060330";4.0;1
"tt0060345";3.59090909090909;11
"tt0060371";4.166666666666666;3
"tt0060390";3.5999999999999996;10
"tt0060397";2.666666666666667;6
"tt0060420";0.5;1
"tt0060429";3.0;1
"tt0060438";3.1;5
"tt0060453";4.0;1
"tt0060474";4.5;1
"tt0060522";3.666666666666666;3
"tt0060550";3.8000000000000003;5
"tt0060584";4.5;1
"tt0060665";4.333333333333334;6
"tt0060668";4.5;2
"tt0060748";4.0;1
"tt0060802";4.0;1
"tt0060827";3.75;6
"tt0060841";3.0;1
"tt0060908";5.0;1
"tt0060921";2.5;1
"tt0060934";3.5;2
"tt0060955";3.5;2
"tt0061089";4.5;1
"tt0061101";3.75;2
"tt0061107";3.5;1
"tt0061132";4.0;1
"tt0061138";5.0;1
"tt0061170";2.0;1
"tt0061177";3.166666666666666;3
"tt0061184";4.142857142857143;7
"tt0061199";4.0;1
"tt0061385";3.3125;8
"tt0061391";2.0;1
"tt0061395";3.8749999999999996;12
"tt0061407";2.5;2
"tt0061418";4.071428571428571;35
"tt0061439";4.0;1
"tt0061452";2.5;5
"tt0061495";3.5;1
"tt0061512";4.2719298245614;57
"tt0061549";0.5;1
"tt0061557";1.0;1
"tt0061578";3.968749999999998;32
"tt0061584";3.772727272727273;11
"tt0061597";3.0;1
"tt0061655";3.6666666666666665;3
"tt0061722";4.063291139240506;79
"tt0061735";4.545454545454545;11
"tt0061747";3.6000000000000005;5
"tt0061770";3.0;1
"tt0061791";4.25;2
"tt0061809";3.625;4
"tt0061810";4.0;1
"tt0061811";4.181818181818182;11
"tt0061847";3.5;1
"tt0061852";3.8301886792452833;53
"tt0061882";5.0;1
"tt0061996";3.0;1
"tt0062043";4.0;1
"tt0062083";5.0;1
"tt0062136";3.1666666666666665;3
"tt0062138";3.0;2
"tt0062168";3.0;1
"tt0062229";4.0;4
"tt0062362";3.0;1
"tt0062374";2.5;1
"tt0062376";4.071428571428571;7
"tt0062457";3.0;1
"tt0062467";3.428571428571429;7
"tt0062480";4.0;1
"tt0062512";3.8333333333333335;12
"tt0062622";3.8944954128440354;109
"tt0062687";4.25;2
"tt0062711";3.166666666666667;9
"tt0062737";3.6666666666666665;3
"tt0062759";3.5;2
"tt0062765";3.875;8
"tt0062793";3.0;1
"tt0062794";4.0;1
"tt0062803";3.4545454545454546;11
"tt0062994";3.75;4
"tt0063032";4.0;1
"tt0063056";3.0;1
"tt0063186";3.0;1
"tt0063227";3.666666666666666;9
"tt0063230";2.5;1
"tt0063285";2.0;3
"tt0063350";3.7499999999999987;28
